"logFC" "logCPM" "PValue" "FDR"
"SPARCL1" 1.47718577059336 6.49649428026783 0.00222020994755011 0.216674735021495
"RPL10A" 1.48785699720529 4.97088094220072 0.00222829591205771 0.216674735021495
"CEBPG" 1.50262404570241 1.77515496025967 0.00227537871610021 0.219218798871515
"NCKAP1" 1.46883531309746 4.03736901077952 0.00228824958335033 0.219218798871515
"CPNE8" 1.47269167182882 7.02085197395172 0.00229417810445829 0.219218798871515
"USP17L10" 1.46575166054215 5.6432999289013 0.00229823512370916 0.219218798871515
"CARHSP1" 1.46629127712798 6.03426500474556 0.00232610217995758 0.220011954901335
"SORCS3" 1.47013113039517 6.99988417287625 0.00233515394953657 0.220011954901335
"nectarine" 1.46424660219891 5.54586692255051 0.00233950109300506 0.220011954901335
"TP53" 1.46450699671734 4.01471347273535 0.00235136778445622 0.220094617245059
"BTN3A3" 1.47563974090728 5.12139673449759 0.0023801209263482 0.221749778026423
"RHOB" 1.47472053822032 2.80413697541608 0.00240164617366163 0.222141688179492
"PALD1" 1.47148928438513 5.24760932300899 0.00240650723054015 0.222141688179492
"AC110602.1" 1.47308103038185 5.10635542111309 0.00242520393021956 0.222840641863431
"PARG" 1.47265888598684 4.6938462231754 0.00245347848319362 0.223505850904961
"SLC29A4" 1.46659015934698 4.43401489896526 0.00246019442833547 0.223505850904961
"SGO1" 1.51618349797487 0.819114236266409 0.0024659174804052 0.223505850904961
"FAM47B" 1.46819100945875 4.64768714837395 0.00250979544788107 0.226458164939215
"SYNGR2" 1.45783305084303 6.94915522421582 0.0025322019565231 0.227455324623831
"SPRR1B" 1.4483411339915 5.66734247726839 0.00258046199697723 0.229818734669282
"GNLY" 1.47431893602606 2.34025622736474 0.00258461763936517 0.229818734669282
"NRROS" 1.45427761394868 6.9914552068052 0.00259293265614586 0.229818734669282
"ELP2" 1.46381677249417 4.92040425903331 0.0026089307448951 0.229953341037618
"REL" 1.45756496318191 3.08403672395705 0.00261741110062287 0.229953341037618
"cranberry" 1.44909382453828 6.66277848225911 0.0026753860508257 0.233839509889556
"SLC6A3" 1.47261732521821 2.03685138766319 0.00268499262516089 0.233839509889556
"TNFSF13" 1.4435280552745 4.01669149168907 0.0027009593165613 0.234211757878958
"EHHADH" 1.45276968403326 5.21254387953377 0.00273185490160946 0.23494351443572
"EFL1" 1.44147707139291 5.99377836526962 0.0027328560163508 0.23494351443572
"CARD6" 1.4879088278469 1.16075266370046 0.00276115270058347 0.236312349772504
"NAV2" 1.43907105202349 7.90441749879983 0.00277237293178266 0.236312349772504
"APOBEC1" 1.48213603232827 1.28915978819566 0.00279107008151765 0.236897986452881
"RP11-277P12.6" 1.46140929579694 2.25822911763616 0.00281593443847003 0.237668775133541
"PNN" 1.43430169643615 3.798456115705 0.00283349399301331 0.237668775133541
"SLC5A3" 1.43535367407445 7.95065308735546 0.00283574645583926 0.237668775133541
"SCGB1C1" -1.43665125382457 6.21340342821876 0.00285921414168168 0.238637160300108
"APH1B" 1.43809260101368 5.34982917693023 0.00293122497067472 0.241780196636233
"C2orf71" 1.43241844805554 6.22648088525782 0.00294167521437577 0.241780196636233
"ASF1A" 1.43373528251593 6.3897729255436 0.00294573181552155 0.241780196636233
"SHOC2" 1.43371171201267 6.51672760034972 0.00295459625697455 0.241780196636233
"NDUFA4L2" 1.42773186294782 5.72092633441437 0.00295722371204019 0.241780196636233
"CCNG1" 1.43611072941259 4.39163824733844 0.00297853309484018 0.242532505783511
"MED22" 1.43060096443616 6.91868209156434 0.00302425896886863 0.245258831600841
"PDE7A" 1.42377229665002 6.0867657553498 0.00308541466060639 0.248063629125087
"PIP5K1A" 1.4244932453084 6.17842897875289 0.00308820517506578 0.248063629125087
"RAB1A" 1.42005866553236 5.57627267858323 0.00310211702852464 0.248063629125087
"KLHL40" 1.42093085468581 3.89262851536729 0.00310838055565858 0.248063629125087
"RAB3D" 1.53573143607988 -0.286026107268666 0.003138617818564 0.248356782930251
"GTF2H5" 1.41905825647072 5.90618869440973 0.00314656160286676 0.248356782930251
"PPP2CB" 1.42528133123156 4.31021677515852 0.00314924980601486 0.248356782930251
"ARHGAP29" 1.41723711685169 3.87012146506862 0.00317966442680338 0.24896952224387
"S100A14" 1.71226045084428 -1.57769430348421 0.00318187797386205 0.24896952224387
"SNAI1" 1.42429808273559 5.20065018527727 0.0032883670992316 0.255224565278066
"ARF1" -1.42146847450418 4.43477892586671 0.0032983832060089 0.255224565278066
"MYO15A" 1.42177520875669 3.04062253798352 0.00330562876134039 0.255224565278066
"MSMO1" 1.41037276366004 5.76114886530443 0.00331319512162258 0.255224565278066
"SLIT3" 1.41106916766319 3.46024814987834 0.00332552601156085 0.255224565278066
"CPNE1" 1.49894893538127 0.0729706780707818 0.00334516282441278 0.255751742503101
"CPEB3" 1.40764439701083 3.98365356724993 0.0034050712714341 0.256389485109628
"KIAA0408" 1.41055565454549 6.41061574987163 0.00342639129830721 0.256389485109628
"REG4" 1.41078928429787 6.66854777710454 0.00343025986745818 0.256389485109628
"MAGEB17" 1.40847166092624 4.23246375562645 0.00346257391977899 0.256389485109628
"TAS2R43" 1.40360753730475 5.81425630200336 0.00346471338976018 0.256389485109628
"CSF2" 1.40809211856593 7.24103757534844 0.00347003040262585 0.256389485109628
"TMEM218" 1.40429359864406 4.06259415251327 0.00349510744244941 0.256389485109628
"ST8SIA3" 1.41014998207449 3.17215940025942 0.00350237563179792 0.256389485109628
"C1QL1" 1.40132414740632 5.82813403401294 0.00351712451788938 0.256389485109628
"AMMECR1" 1.41145240014639 3.12578444147765 0.00352077732070448 0.256389485109628
"THEGL" 1.40049548120559 5.80689042727429 0.00353447404981773 0.256389485109628
"GOLGA6D" 1.39897387885123 3.77118652474097 0.00355919765117083 0.256389485109628
"CHRNB3" 1.39999245082339 3.94096058017832 0.00356887961485714 0.256389485109628
"ZNF423" 1.41226420125744 4.63128274756732 0.00359159965555071 0.256389485109628
"EPOR" 1.40147426054203 5.46172300784506 0.00360422696309863 0.256389485109628
"AC009133.22" 1.41300336300151 5.00624433775416 0.00361517685300447 0.256389485109628
"FAM168B" -1.40763697815088 5.28167251427387 0.00362258593026078 0.256389485109628
"FBRSL1" 1.40161146598276 6.48462429743649 0.0036334627055449 0.256389485109628
"CEACAM6" 1.39616319552024 3.94867707865977 0.00365934722696931 0.256389485109628
"GPR176" 1.40576800240806 5.28693165628207 0.00366362839445663 0.256389485109628
"RTKN" 1.53941396646421 -0.627043307452302 0.00366432041624966 0.256389485109628
"NEDD4" 1.39905336377911 7.24860574659646 0.00367613118261491 0.256389485109628
"ZNHIT3" 1.42042018540997 2.17989058542055 0.00368038986752076 0.256389485109628
"HOXB8" 1.39580737740766 3.4354317279364 0.00368142077360259 0.256389485109628
"USP16" 1.39336650474709 5.80581757837258 0.00370000328549782 0.256389485109628
"SIAH1" 1.41188874234262 2.63189269882447 0.00370213817957854 0.256389485109628
"ZPBP2" 1.40339192234451 4.53396270920062 0.00375238047862255 0.256389485109628
"CALCR" 1.39320804768023 4.11168802829861 0.00376300079913556 0.256389485109628
"GREM2" -1.41132663370809 2.50988028194863 0.00377106561019798 0.256389485109628
"DCST2" 1.38936412785249 5.73241128255402 0.00379097067899955 0.256389485109628
"NFATC2" 1.39229091620036 6.18030082213575 0.00380016272627438 0.256389485109628
"SOAT2" 1.40486592317387 4.93651627402236 0.00380807228010201 0.256389485109628
"PWP2" 1.38850299962944 5.87490689013482 0.00382426873849571 0.256389485109628
"LANCL2" 1.4027767340759 5.07710042962274 0.00382770610104696 0.256389485109628
"CLEC4F" 1.38631406425131 3.63808493898008 0.0038341662775498 0.256389485109628
"S100A6" 1.39280634216309 6.50563504969438 0.0038440934958575 0.256389485109628
"IFFO2" 1.3862132133591 5.62652749184076 0.00386059332374366 0.256389485109628
"TBX19" 1.39744155055279 3.11060336235498 0.00386145521122903 0.256389485109628
"ASB12" 1.39150656544649 7.07581629090569 0.00387924198225502 0.256389485109628
"MTA3" 1.39157474204966 3.24868019220972 0.00388153552286108 0.256389485109628
"SGSH" 1.40647671709519 2.48554120807022 0.00389563034851242 0.256389485109628
"MDH1B" 1.38679424375822 6.00871778523343 0.00389645423927776 0.256389485109628
"KPNA6" 1.3833869681841 3.62402695122006 0.00390388862055996 0.256389485109628
"UBR5" 1.38368039619773 5.59989376294945 0.0039217266279823 0.256719300931743
"RPL15" 1.39709022209034 4.65213634931008 0.003964828705943 0.257020002107555
"RFFL" 1.38183935038756 5.55853563101451 0.00398621395339281 0.257020002107555
"FAM46A" 1.39504425474664 4.65069082206293 0.00401577871745546 0.257020002107555
"FSD1" 1.39372486896758 5.14297300591252 0.00402184153497653 0.257020002107555
"TP53BP1" 1.47788507273578 -0.0973629801761583 0.00406375117936897 0.257020002107555
"ITGB2" -1.3946305187865 4.78230581293388 0.00406584985933369 0.257020002107555
"FGF12" 1.38625367009683 5.34447494166983 0.00409134690772354 0.257020002107555
"OR14I1" 1.3781519031257 3.8992414703208 0.0040943898749764 0.257020002107555
"TRMT1L" 1.3900634789407 4.55910572925457 0.00409568546403863 0.257020002107555
"CYP26B1" 1.3820169067063 6.40046446924573 0.0041085085856245 0.257020002107555
"TIMM23" 1.38931261640125 3.0052542354921 0.0041095355440291 0.257020002107555
"CTC-281F24.5" 1.3824672418898 6.70884119992768 0.00411079885543178 0.257020002107555
"RP11-668G10.2" 1.39283778871521 2.73946718060651 0.00412565536167232 0.257020002107555
"GAGE12F" 1.37601365246104 5.82267614368847 0.00413493083642079 0.257020002107555
"GCOM1" 1.38149869268549 6.70509722186408 0.00413598345765306 0.257020002107555
"DOLPP1" 1.40531904130017 2.00951584856355 0.00415602719461769 0.257020002107555
"RAC2" 1.38068927626317 6.8103464403009 0.00416042134364029 0.257020002107555
"ANKFN1" 1.38948771683719 5.05185023957141 0.0041745046518211 0.257020002107555
"FBXW4" 1.37939123996908 5.43215249411108 0.00417969896882041 0.257020002107555
"ARHGEF1" 1.37295030988313 3.67795124611496 0.00418352776993648 0.257020002107555
"PDK3" 1.3800325817282 4.33194907005867 0.00422039236148828 0.257020002107555
"RP11-178C3.1" 1.37715666887801 6.36610877050225 0.00422853796378698 0.257020002107555
"DHX30" 1.38572212701809 4.60093623134464 0.00423110386318071 0.257020002107555
"PAPOLG" 1.37703612494362 6.52125379424012 0.00424901609574248 0.257020002107555
"MDGA2" 1.37340861725905 5.4795593859253 0.00429007555788543 0.257020002107555
"SARAF" 1.38541404190654 2.72176063036935 0.00429549812472813 0.257020002107555
"ZNF585B" 1.3758990194443 5.40825361187871 0.0042985926213548 0.257020002107555
"PDE1C" 1.38068099930563 5.273243955957 0.00430062534209034 0.257020002107555
