"logFC" "logCPM" "PValue" "FDR"
"PRR9" 0.786075952117141 5.60821629259023 0.0971951836937707 0.576351901885708
"PTPRC" 0.788828009302552 6.34904367733029 0.0972323936382262 0.576401916829627
"DAZL" -0.79111812378471 4.38424898083677 0.0972806185991971 0.576475711411396
"CBARP" 0.78901998342965 6.48381453052085 0.0973281695438278 0.576475711411396
"DHX29" 0.828107974929263 0.194632125823011 0.0973471273839636 0.576475711411396
"BAALC" 0.78658766905332 5.96227261824889 0.0973599586493311 0.576475711411396
"PLEKHG4" 0.788713198243403 6.5802805542294 0.0974805825379545 0.577019370218016
"ZNF3" 0.786256425811768 3.93269866592593 0.0975220118480004 0.577094067748094
"MIPOL1" 0.786838988488436 5.50168854990472 0.0975662886645959 0.577185566521122
"DRAM1" -0.798400432597249 2.36075327550344 0.0976278863708724 0.577282626704373
"HERPUD1" 0.786325490784134 3.44862890058231 0.0976403344453306 0.577282626704373
"BCOR" -0.787043665977678 5.4666929398362 0.0978061953438981 0.578092622878024
"GAGE12G" 0.788357952818551 4.28716314952902 0.0978501310410148 0.578181703505182
"EIF3CL" 0.786130974117138 6.13220551783024 0.0979120936823167 0.578334406590081
"THEMIS2" 0.784988165784282 5.91486433034409 0.097933718094631 0.578334406590081
"KCNN2" -0.788543986197108 4.32667553237491 0.09800876133369 0.578606984460697
"WDR33" 0.791964744159337 4.60980061650819 0.0980652701688742 0.578727487989988
"KRTAP19-4" 0.785136143219414 3.97856077383507 0.0980898647208313 0.578727487989988
"FECH" -0.849859203977985 -0.226025206842956 0.0981158478964605 0.578727487989988
"RP4-583P15.15" -0.792028342674858 5.07418106488201 0.0982613703975512 0.579414245911285
"SLC7A14" 0.790086119631675 5.25560353006078 0.0982901306777767 0.579414245911285
"C22orf29" -0.784318438608132 3.93587384907109 0.0983484443343486 0.579417706647279
"FIBCD1" 0.792375925039043 4.99619652749303 0.0983866325450316 0.579417706647279
"TMED5" 1.05374822850926 -2.33533453991725 0.0984417151921709 0.579417706647279
"NME5" 0.78835091734353 5.33811398035382 0.0984557339634891 0.579417706647279
"DCAF12" 0.783411131237356 5.86181074904396 0.0984889360520572 0.579417706647279
"ZNF507" 0.792198623855953 4.8049768639284 0.0985117804107071 0.579417706647279
"NEK3" 0.783239535740813 5.80423588784261 0.0985216836645299 0.579417706647279
"ACBD4" 0.79580566221998 2.36103328654965 0.0985259389079369 0.579417706647279
"RAB9B" 0.784205162318834 6.0622269642234 0.0985779441228133 0.579417706647279
"ELOVL6" 0.792006149993146 4.84985220267393 0.0985799782464143 0.579417706647279
"C10orf2" 0.783345420517416 3.93203768580785 0.0987551742225297 0.579963839395419
"MFSD7" 0.795760991602027 2.43135934615527 0.0987913125844614 0.579963839395419
"RAB24" 0.820398839007373 0.33858688896926 0.0988158270509088 0.579963839395419
"OR4L1" 0.786933897333169 5.36199101213681 0.0988311750277277 0.579963839395419
"HMMR" -0.78398252474209 6.14339262799447 0.0988465208981988 0.579963839395419
"PDIA4" 0.782534719025971 3.80374968564573 0.0988634036942705 0.579963839395419
"TIMM21" 0.785541577517586 6.87317687845998 0.0988945400028898 0.579963839395419
"RP11-231C18.3" 0.789106425123453 5.20957251348586 0.0989045217600095 0.579963839395419
"CROT" 0.794088152338863 2.40660276586547 0.098969740868967 0.580061038794389
"FAM150A" -0.78454620222252 5.45428738650027 0.098979014058171 0.580061038794389
"CDKL2" 0.786282595761013 5.36988461508958 0.099033618678447 0.58021129445685
"STAT6" 0.795419132918731 2.42722638651698 0.099071192879262 0.580261714784941
"USP17L11" 0.783510190496225 5.48040217077319 0.0991756221061903 0.580703562235925
"RAB38" 0.808059387407275 1.12434159415503 0.0992819122874959 0.580748521111317
"ZBED6" 0.801858590495595 1.4789011084962 0.0992825725809424 0.580748521111317
"SLC44A4" 0.792601666551116 2.43083405600397 0.0992918091824834 0.580748521111317
"PHLDB3" 0.783098500137822 6.19294731402231 0.099328100259627 0.580748521111317
"F9" 0.784461586537907 6.83216884302507 0.0993421323036232 0.580748521111317
"TACR1" 0.79307478351487 2.29214479330235 0.0994221057567028 0.580748521111317
"PTPRA" 0.823500889809558 0.228453259441737 0.0994314779537053 0.580748521111317
"PEBP4" 0.789517962949132 4.6841315576745 0.0994435315967857 0.580748521111317
"RP11-701H24.9" 0.783560743714949 6.34102773157283 0.0994442328097357 0.580748521111317
"ZDHHC1" 0.781718952758347 6.02188829476147 0.0995513306858896 0.58087383446842
"AP1B1" 0.789731088956717 4.79035112654164 0.0995551930350233 0.58087383446842
"HS3ST2" 0.781687737047192 3.45431813864623 0.0995810443627107 0.58087383446842
"POU3F3" 0.787097815406598 4.49945002806973 0.0996045713652617 0.58087383446842
"ZNF202" 0.786839732121485 5.26843242331111 0.0996106845089623 0.58087383446842
"ZNF594" 0.780149373982598 5.63806318145377 0.0997316760923529 0.581311303835128
"KRTAP5-2" 0.780431310303961 5.83625514745239 0.0997437447596892 0.581311303835128
"SPCS2" 0.788838305917386 4.69360303884246 0.0997783902921048 0.581344076771714
"PCDHA8" 0.781446805171169 6.08727345175809 0.0998081538012265 0.581348394531076
"ETNPPL" 0.78297782378356 6.59257332491871 0.0999137476402759 0.581662157664812
"SESN1" 0.779409651842538 3.66226155534455 0.0999385483157411 0.581662157664812
"MASP1" 0.781293529353391 6.12852751878635 0.0999633221963399 0.581662157664812
"KLK12" 0.787724949273195 4.63538768914675 0.0999781742718759 0.581662157664812
"SRXN1" 0.781258921156336 6.15037040796866 0.100024540314174 0.581762940485836
"RP11-49P4.7" 0.788031085248663 4.68269991013794 0.100071634823168 0.581806200727688
"JAKMIP1" 0.779179423573554 5.58231096499012 0.100112253339513 0.581806200727688
"SOCS1" 0.778917158676004 3.64741005804174 0.100119114068611 0.581806200727688
"TMEM254" -0.788252886384629 4.78736736875202 0.100180670939554 0.581860427263769
"ST13" 0.788113642848323 4.94227045364107 0.100202402507673 0.581860427263769
"TMEM259" 0.787153953054555 4.63467832055274 0.100215589539214 0.581860427263769
"CALML4" 0.78049978402626 6.11358362467064 0.100272081536369 0.582019723342514
"ELK3" 0.787495164046821 5.04415486944642 0.100310832427016 0.582075980401377
"CSH1" 0.779943736176414 4.02019739069728 0.100388291473847 0.582154255410087
"PTH1R" 0.77866104802133 5.67477655720808 0.100395365916943 0.582154255410087
"PTPN5" 0.779396641750051 3.48328198313323 0.100417772023476 0.582154255410087
"ZNF354B" 0.785385679217207 2.9781036760053 0.100440572447569 0.582154255410087
"OR6C75" 0.780297078370801 7.5700374651286 0.100476275306533 0.58219273088376
"ANKMY1" 0.786735133646014 2.80302189496139 0.100530383197386 0.582337798099146
"ADAMTS20" 0.786096075086054 4.6145226533364 0.100574762005983 0.582417819057866
"DHTKD1" 0.779931214116314 4.12193021978547 0.100602349055974 0.582417819057866
"SERINC1" 0.783427682635443 4.40828468470901 0.100688604553322 0.582748754061715
"FAM161A" 0.836832669512171 -0.270345241635799 0.100728517590731 0.582752250312794
"SACM1L" 0.780584635783091 6.35556292743193 0.100750659878544 0.582752250312794
"VPS4B" 0.781547309095647 5.39981387593398 0.100776486200565 0.582752250312794
"SYCP3" -0.793152821470022 2.13617412618115 0.100808654468087 0.582770031067892
"AC234582.2" 0.780212930711529 4.21753228510084 0.10088589388639 0.582789980481428
"ERMN" 0.780201758416452 3.32185385896879 0.100901090260614 0.582789980481428
"POM121" 0.778975776876529 4.08093074575101 0.100929662669578 0.582789980481428
"MYCL" 0.776974589256139 3.62817985077425 0.100933128944891 0.582789980481428
"RAB25" 0.779172510977458 4.14805332699154 0.100983097057238 0.582789980481428
"UFSP1" 0.782486131412413 4.39651534174926 0.101019094931512 0.582789980481428
"TXNRD1" 0.777631891684144 5.89249925273286 0.101035032325444 0.582789980481428
"FARSB" 0.784772621029054 5.14179051836733 0.10104712765405 0.582789980481428
"JUP" 0.777679506763567 5.92008355000396 0.101073954979406 0.582789980481428
"MCUR1" 0.799964272654369 1.33180040946677 0.101155721356551 0.58309359841527
"TVP23A" 0.785765182448448 4.96007800277046 0.101201603096983 0.583190250758245
"PISD" -0.778614356562241 6.19318579543438 0.101255678996248 0.583267562859281
"RSPH1" 0.779313585811061 6.34937306466202 0.101287001526444 0.583267562859281
"PDSS1" 0.785630442584408 4.79372765569729 0.101302373879858 0.583267562859281
"MMS22L" 0.78322969236542 4.51449286217097 0.10133230266887 0.583272228379348
"AMFR" 0.795354551727551 1.84821409413997 0.10143626573582 0.583478144195737
"RP11-216L13.16" -0.781177386367063 3.14114800878685 0.101453552756796 0.583478144195737
"RAB2A" 0.776026592847956 3.68973338181602 0.101455462844279 0.583478144195737
"UMAD1" 0.776270221851963 5.75910280543807 0.101489162951964 0.583504426834326
"IRF2BP1" 0.782344518544587 5.24998497980969 0.101617314449879 0.584073579840896
"CD164L2" 0.776765301140369 6.00650187669744 0.101655716287062 0.58412669332936
"NUTM2F" 0.776927982985019 6.06175720186752 0.101705340863192 0.58417613048349
"C8B" 0.783349358252313 5.12236106037742 0.101746817722977 0.58417613048349
"FAM58A" 0.778515749282733 4.2394747132545 0.101758102326237 0.58417613048349
"ARHGEF4" 0.802699255553524 1.23923864114111 0.101789401608584 0.58417613048349
"CFAP53" 0.775141009163066 3.56058959324452 0.101875754789774 0.58417613048349
"CACHD1" 0.784236119222416 4.83364201337354 0.101892797320234 0.58417613048349
"BCKDK" 0.776874101855929 4.10790390473309 0.101895777097184 0.58417613048349
"CREG1" 0.775752331957772 3.86969225878231 0.101905029240941 0.58417613048349
"IL7" 0.823528744640391 0.0469499118587161 0.101935470678853 0.58417613048349
"SGK3" 0.783665710806525 4.68943282350483 0.101971359782014 0.58417613048349
"AL031664.1" 0.781616920179735 4.52360903355883 0.102069774428873 0.58417613048349
"UGT2B17" 0.805043670746124 0.746782034497239 0.102079067684513 0.58417613048349
"TPSAB1" 0.78044696744046 5.31179044090236 0.102084733576908 0.58417613048349
"AC021106.1" 0.783521421094231 5.02543993378317 0.102101928418407 0.58417613048349
"PATE2" 0.77656867370474 4.14347547625572 0.102107251353878 0.58417613048349
"USP17L4" 0.794014636779898 1.74834425594707 0.102130937494543 0.58417613048349
"MRPS22" 0.783599804284514 4.84117697017889 0.102163415350961 0.5841950821853
"LYSMD1" -0.77483447481906 5.54947084643221 0.102269720832536 0.584235597758011
"TCF7L2" 0.774719890861902 5.54827393603097 0.102331940060825 0.584235597758011
"C5orf63" 0.915974515672103 -1.48504185551508 0.102355609111527 0.584235597758011
"SRF" 0.779622506245967 3.09515396262465 0.102381585548 0.584235597758011
"PTPN1" -0.779036839547049 5.34496061753375 0.102383153772804 0.584235597758011
"LDB1" 0.78041261517737 5.26252692037951 0.102401345146516 0.584235597758011
"HIST1H2AH" 0.774715331432511 5.93803964030925 0.102403520176816 0.584235597758011
"SYNE3" 0.777195252893697 6.66017666873331 0.10243078454513 0.584235597758011
"TLX1" 0.800959330080639 1.22947591752913 0.102443991622085 0.584235597758011
"CHRNB1" 0.780528207363062 5.23739458235539 0.102462166388293 0.584235597758011
"EIF1AX" 0.809852005923746 0.691522802279563 0.102499795328339 0.584283836147397
"SBF2" 0.779269753474807 4.41726911275403 0.102546401427824 0.584383205405617
"BNIPL" 0.776081443812173 3.33151898948357 0.102643832612275 0.584478520677184
"CPLX4" 0.782482391536742 4.84946953990414 0.102648096948412 0.584478520677184
"FAM63A" 0.96209406542608 -1.87052150530005 0.102650663259065 0.584478520677184
"NTM" 0.773360936268256 5.68182900269479 0.102708947678263 0.584531660390469
"ERAP1" 0.778019083877961 5.35399964356428 0.102742091488229 0.584531660390469
"PITX1" 0.773499647577255 5.82838069327373 0.102747540124549 0.584531660390469
"ZNF462" 0.773014856249862 3.69789456243933 0.102784910688086 0.584554660493087
"EFCAB14" -0.787159216104533 2.2059958404145 0.102882577995405 0.584554660493087
"GPATCH1" 0.775770847848623 5.43465144734993 0.102955848061363 0.584554660493087
"TMEM176A" 0.779048461079273 3.03757022728315 0.102958775556192 0.584554660493087
"MAGEA9B" 0.77565155911773 6.3962633069017 0.102984940284894 0.584554660493087
"AC074141.1" 0.772923466782762 5.82850803127603 0.103001500452648 0.584554660493087
"DIP2C" 0.778790706049379 5.27418149221769 0.103055815520646 0.584554660493087
"LATS1" 0.821749780954983 0.140147767215285 0.103074362481776 0.584554660493087
"APBA1" 0.827076801273982 -0.170881103070932 0.103074526936637 0.584554660493087
"ENKD1" -0.772632539012244 5.75102484139984 0.10307575331425 0.584554660493087
"GLIS3" 0.772216615293787 5.62421818461723 0.103174507652929 0.584554660493087
"KDM4C" 0.775286337271856 3.29556537305646 0.10318951707438 0.584554660493087
"PADI1" 0.796748088490543 1.50039504244046 0.103192029774133 0.584554660493087
"METTL7B" -0.7715424244704 8.58578016142365 0.10321470450589 0.584554660493087
"MPDZ" 0.773723168992313 4.10794331525001 0.103275936266622 0.584554660493087
"PRDX2" 0.774029845606022 6.21827789291461 0.103312443947033 0.584554660493087
"FAAH" 0.772890962195547 6.00105726150667 0.103342206108893 0.584554660493087
"RP5-862P8.2" 0.780853467595599 4.88072277806975 0.103344675293056 0.584554660493087
"CLLU1OS" 0.775315037630759 4.2727125122713 0.103371127512165 0.584554660493087
"KDELR2" 0.778251944611013 5.25248821609714 0.103387833269204 0.584554660493087
"KDELR1" 0.77232478304854 5.91823219449791 0.103412506204142 0.584554660493087
"MAN2B2" 0.77348064036623 6.15739311038055 0.103423533060484 0.584554660493087
"F8A2" -0.773761137398567 7.48805212828668 0.103423714059305 0.584554660493087
"ABHD4" 0.77494140086075 6.81723299885871 0.103460765580199 0.584554660493087
"URI1" 0.771773847993778 5.86074277799635 0.103531130281169 0.584554660493087
"AL021546.6" 0.772745434040529 6.05948417118342 0.103534069824931 0.584554660493087
"KRTAP4-12" 0.771144387038634 3.57548197957344 0.103559092083176 0.584554660493087
"SLCO3A1" 0.778841412708461 2.90028973939532 0.103568693030301 0.584554660493087
"SERTAD2" 0.778368517688886 4.55899695968163 0.103658203143251 0.584765607063714
"AQP9" 0.772409514007097 6.05151133395043 0.103664453631034 0.584765607063714
"ZNF829" 0.776164966511826 5.33545907594831 0.103733751290096 0.5848315046468
"ESPN" -0.773018827971519 6.20705784259843 0.103735068780947 0.5848315046468
"IL1A" 0.770340871409498 3.60017251313977 0.103793194551889 0.5848315046468
"TUBA3E" 0.770924159484994 5.70382624292672 0.103799021678052 0.5848315046468
"LOXL2" 0.776984939075069 3.0450484958905 0.103822117244472 0.5848315046468
"TBX18" 0.772008962135195 4.03063046506282 0.10388049857193 0.584995857996719
"POLR3D" 0.778324212780043 5.11482149676219 0.103969347011868 0.585331644180646
"PLTP" 0.773627257992178 6.82919463669269 0.104043699287448 0.585585653393331
"CTB-25J19.1" 0.779150085695725 4.75725018223209 0.104126217654294 0.585885467930664
"POLR2M" 0.773411205105163 4.2837073180839 0.104278291244546 0.586023539726526
"ADRA1A" 0.776542048560569 5.21992774798023 0.104282972140564 0.586023539726526
"APOC1" 0.77949372452622 2.5919421177523 0.104310734973104 0.586023539726526
"ZCCHC3" 0.773881070281681 5.37918655433143 0.104319794358054 0.586023539726526
"DOCK3" 0.769531636239173 5.5917965796184 0.104344226649551 0.586023539726526
"TAS2R42" 0.774477673100799 3.14723070561669 0.104351017005768 0.586023539726526
"FBXW12" 0.770780394188984 6.0424409604486 0.104368468198113 0.586023539726526
"NT5C1B-RDH14" 0.771410954658426 6.19857219986269 0.104428868409789 0.586023539726526
"C2orf68" 0.776025772453624 4.50896117644291 0.104449285891861 0.586023539726526
"NUP133" 0.877608736536483 -1.1359114892814 0.104522381877315 0.586023539726526
"tomato" -0.772306335555667 6.4403513951253 0.104528678214772 0.586023539726526
"CH507-9B2.3" 0.771708259969466 6.30945233844076 0.104537512928222 0.586023539726526
"ORAOV1" -0.771975697410241 6.37768350889534 0.104565862556495 0.586023539726526
"MPG" 0.773531273580331 5.36561103116107 0.104606639971511 0.586023539726526
"CHSY3" 0.775708843610666 5.21592014201522 0.104668357246701 0.586023539726526
"MAMSTR" 0.776994094976183 5.08924246406109 0.104669703541789 0.586023539726526
"PPP1R42" 0.768510768052421 8.42839178301421 0.104679529865267 0.586023539726526
"ATAD2" 0.780255635864544 2.41927198841754 0.104746944139634 0.586023539726526
"MKRN2OS" 0.773846191483426 5.33590505108457 0.104751887031958 0.586023539726526
"RS1" 0.77171886172039 6.59591620365394 0.104827887425866 0.586023539726526
"MRPL21" -0.768646363001495 5.73065598091219 0.10483207192409 0.586023539726526
"FGFR1OP2" 0.769884923716239 7.72129897806389 0.10483763579157 0.586023539726526
"SLC23A3" 0.770630548984295 5.47428650814753 0.104849050137538 0.586023539726526
"CUL1" 0.770003973129554 4.12357701320014 0.104962496657568 0.586023539726526
"DGCR6L" 0.771998905375705 3.23427032432079 0.104980604217164 0.586023539726526
"XPC" 0.769034855008865 3.92917577397104 0.104994522635438 0.586023539726526
"RTN4RL1" 0.775576982918206 2.90185554132029 0.10500145385802 0.586023539726526
"OR9Q2" 0.826302195583765 -0.289753642754262 0.105003356027945 0.586023539726526
"CST1" 0.769474318642337 7.73353176765267 0.105004576880069 0.586023539726526
"FAM188A" 0.769754921149173 4.10143289145504 0.105028431312377 0.586023539726526
"RP11-87C12.2" 0.776915868639175 4.85785228124263 0.105083769045247 0.586169027498009
"KLB" 0.768012431688447 5.84005337811967 0.105191875244245 0.586172781431133
"PRNP" 0.773794011632172 5.28538668731995 0.10520973430944 0.586172781431133
"CCNF" 0.7673830093979 3.56083818504977 0.105313827714234 0.586172781431133
"PCYOX1" 0.770658404570995 6.65410681784804 0.105316075436772 0.586172781431133
"RACK1" 0.767011115091072 3.62296568344073 0.105319165155362 0.586172781431133
"CTDSP1" 0.770180298240248 7.2307322551829 0.105326314902214 0.586172781431133
"ENPP2" 0.770725674916341 6.99881426705631 0.105370131825006 0.586172781431133
"CALCA" 0.795209474535281 0.972408426046743 0.105382066118816 0.586172781431133
"CCER1" 0.768480561220677 6.03737074449123 0.105383016571054 0.586172781431133
"BAZ1A" 0.769962189598297 4.21940947778613 0.105407150503211 0.586172781431133
"CDC73" 0.77425187477374 2.94807749524993 0.105414951215893 0.586172781431133
"CABP7" 0.769338952845221 7.44912456800839 0.10543560139266 0.586172781431133
"S100A1" 0.767647484833513 5.92200505801915 0.105504179397672 0.586391292318192
"ACKR1" 0.767051379238163 5.73123403150626 0.105545778937956 0.586459777505186
"B4GALT5" -0.770237112011179 6.94625850416505 0.105584360347858 0.58651145927009
"UBTF" 0.767506879821922 5.96507075818317 0.105661918147783 0.586779562633277
"FKBP10" 0.766502162733316 5.60076408996799 0.105705908797061 0.586855472348569
"CARD18" 0.769589510186727 6.51716281238167 0.105759223315442 0.586855472348569
"SCMH1" 0.769696636753193 5.42281736581995 0.1057634793659 0.586855472348569
"TNFRSF17" 0.77214262301775 4.44197212564756 0.105842060155148 0.586901192482744
"ALCAM" 0.768378143479351 6.23883799916773 0.105870267687917 0.586901192482744
"MAGEB10" 0.767670475160979 6.095898397284 0.105875839743971 0.586901192482744
"BMP5" 0.769458788828963 6.78892046287627 0.10588891765926 0.586901192482744
"TMEM47" 0.767475912452217 4.08302167180428 0.10600609033061 0.587186803001753
"SOX9" 0.767078639613438 3.45254873678559 0.106012602333616 0.587186803001753
"DOCK10" 0.773247970372043 4.58077844356348 0.106028389319422 0.587186803001753
"OR52N4" 0.765725788879212 5.72100633572744 0.106135161535845 0.587615649730381
"SPRED2" 0.769141068898821 4.29362631636752 0.106248648720263 0.588081426503339
"SNX27" 0.773816491055929 4.68839392714674 0.10630003958814 0.588203340604982
"GPR171" 0.766139647555428 3.97746571536063 0.106397823042235 0.588581826390229
"PRAP1" 0.766097314090132 6.04364084975867 0.106467883171648 0.588775608388026
"LRBA" 0.773588390816475 4.98122841616982 0.106532136563341 0.588775608388026
"NUCB2" 0.781378348417025 1.94241217785938 0.106541087392815 0.588775608388026
"NT5C1B" 0.764863935780697 5.75600786538392 0.106550425860246 0.588775608388026
"PLPPR3" -0.766395265948085 6.16472805404473 0.106602555047885 0.588862138927683
"ERN2" 0.773466446403811 4.83891559586977 0.106624880330024 0.588862138927683
"IFNL2" 0.770296866101216 3.04898959350822 0.106777939818416 0.589268697641275
"DERL3" 0.772074233824911 2.84013854438097 0.106800473016325 0.589268697641275
"TRIM39-RPP21" -0.767399850915314 6.74364783959946 0.106803284180473 0.589268697641275
"OR6S1" 0.780919489785989 2.03036481940232 0.106835686485332 0.589268697641275
"IFNA6" 0.764089099731799 3.74516408057329 0.106869281074144 0.589268697641275
"XPO1" 0.765638715472148 6.13371329555425 0.106876549204297 0.589268697641275
"PDCD11" 0.764880857097458 5.99183518290573 0.10690442050963 0.589268697641275
"NAA60" 0.765550220817901 6.23935595733518 0.107147736932987 0.59042637734766
"KRTAP8-1" 0.772433092753015 2.72233971712059 0.107173396637017 0.59042637734766
"CD46" 0.766345208680123 6.54472387390322 0.107227546782874 0.590562273744227
"CXorf58" 0.780783166122622 1.71980973788659 0.107267752669178 0.590600353181569
"PTPRB" 0.764373341460107 4.02481744780432 0.107293429445746 0.590600353181569
"C5orf46" 0.771315148311109 5.06141413516765 0.107328772635842 0.590632594689162
"MRGPRX1" 0.766220265964727 6.91619328509687 0.107385586671172 0.590782940568593
"ERCC6" 0.771616327104777 4.90337388962695 0.107437093846543 0.590904016155986
"TRAM1L1" 0.771511414058387 4.84552192085175 0.107499825373379 0.591070246284847
"RNF217" 0.771075858558694 4.68827706649216 0.107526333056861 0.591070246284847
"EPDR1" 0.763558341489232 3.97685545010562 0.107565087831225 0.59112106292106
"PIP4K2B" 0.766299144685001 3.21138032092225 0.107665520013779 0.591201810161357
"GSDMA" 0.781872254548743 1.79903264720537 0.107665585192493 0.591201810161357
"F10" 0.771110529027322 4.81634319257387 0.107689345956906 0.591201810161357
"SURF1" 0.770182159488691 5.09183971280034 0.107697838614088 0.591201810161357
"PYROXD1" 0.761905673926665 5.61071770932164 0.107796085424423 0.591579010174415
"FGF19" 0.764108001413882 6.32109415605885 0.107983879024826 0.592447296835468
"ARSH" 0.763647181504556 6.25759242476153 0.108053615381246 0.592451118744382
"ginger" 0.783160883781973 1.34769276376486 0.108105738803665 0.592451118744382
"ALG12" 0.793137165839527 0.727460783675591 0.108121900330944 0.592451118744382
"ADK" 0.7664113402138 4.39819124456671 0.108150620137065 0.592451118744382
"APLF" 0.761968777637694 5.53618388657186 0.108156790778246 0.592451118744382
"PIK3R1" 0.761200208961205 3.73080977036245 0.108162035906755 0.592451118744382
"MAGEA11" 0.769839518431158 4.8906782094079 0.1082446507804 0.592655329650516
"JAK1" 0.767182500192653 4.48062596333367 0.108278445600042 0.592655329650516
"HES5" 0.764218027777756 6.8884674170738 0.108288078803898 0.592655329650516
"ESX1" 0.769602822648832 4.86208953780035 0.108360961517647 0.592781792304418
"SORD" 0.761555487442752 3.46156388910855 0.108475740119645 0.592781792304418
"FOXP1" 0.760563245391598 5.7533690833412 0.108508929006062 0.592781792304418
"CSF1" 0.761846497559627 4.08133882962216 0.108562136574808 0.592781792304418
"NPAP1" 0.783654791597122 1.15389925028697 0.108695032452759 0.592781792304418
"VARS2" 0.763005827524286 5.43188628874866 0.108706834497284 0.592781792304418
"RCC1" 0.760561446411821 3.8657344977256 0.108710027598574 0.592781792304418
"LRRC6" 0.761771715468768 6.17041797009659 0.108721115243713 0.592781792304418
"JTB" 0.763083076536619 6.58841922326368 0.108725637842286 0.592781792304418
"GIMAP1" 0.768668032643177 4.87470914080601 0.108777643152356 0.592781792304418
"CTNNB1" 0.763091221213938 3.2742138366741 0.108781153108519 0.592781792304418
"DENND3" 0.760004369251955 5.81011822701553 0.108805808967285 0.592781792304418
"NCOR1" 0.790065337164775 0.863883044413056 0.108859715556322 0.592781792304418
"CAMK2N2" 0.768340655150415 4.90836177045477 0.108921211055624 0.592781792304418
"NETO1" 0.760945504740185 3.42730336914263 0.10893681331741 0.592781792304418
"NUDT16L1" -0.768318120682119 4.82332896776204 0.108954596355714 0.592781792304418
"TRAF3IP1" 0.763710007156035 5.37218371302415 0.108971998201438 0.592781792304418
"BANK1" 0.763876708702557 3.16814517874647 0.109015935109081 0.592781792304418
"CDK4" 0.759316420861778 3.55269330076397 0.109024621497121 0.592781792304418
"IL1RAP" 0.762427591707911 4.25041564122242 0.109025587602092 0.592781792304418
"ITGB3" 0.76073266876367 6.106187054117 0.109054380834169 0.592781792304418
"OR10H3" 0.772367340449989 2.43906615716812 0.109078218075293 0.592781792304418
"SEMA6D" 0.769121054698247 2.71803917195901 0.109087192370075 0.592781792304418
"GLYCTK" 0.759341230844737 3.5368072525697 0.109090954052898 0.592781792304418
"PRR25" 0.761332453648833 7.40415585421022 0.109124061745257 0.592781792304418
"FBP2" 0.766494050651471 4.59044025079797 0.109125085287655 0.592781792304418
"SERAC1" 0.767203973247181 4.65897586168947 0.109140280477344 0.592781792304418
"CELF6" 0.777773731678579 1.73590368260912 0.109180564208012 0.592781792304418
"ABLIM1" 0.765707141897539 5.21050011649756 0.109193069330115 0.592781792304418
"AP000275.65" 0.758990912459361 5.72218571452608 0.109210338020122 0.592781792304418
"DOCK9" 0.783025691495906 1.44067122660556 0.10922867959079 0.592781792304418
"PLEKHA5" 0.760041811701217 6.05508993585489 0.109258168697914 0.592781792304418
"KCNK5" 0.760442372527211 4.15007683619422 0.109354983170087 0.593146403433527
"MMP11" 0.762444294436261 3.19494428504143 0.109523730705626 0.593697015584811
"NPB" 0.763786287642317 4.42569301065081 0.109526995367553 0.593697015584811
"TRIM27" -0.761308263663851 6.60442776611911 0.109545413089784 0.593697015584811
"OR1N2" 0.760858983290219 6.38874606004187 0.109624585541926 0.593793011200599
"XKR5" 0.766830761717371 4.7928341988969 0.10964201844338 0.593793011200599
"PLPP2" 0.758344338666126 5.8850016078778 0.109662844951145 0.593793011200599
"RAB37" 0.764556439426457 5.21930317515487 0.109681700436434 0.593793011200599
"DERL1" -0.758767212948205 3.45054200253464 0.109817087498155 0.594217613137781
"PLA2G7" 0.758875703788095 4.03754749074939 0.109843163504495 0.594217613137781
"PCDHB8" 0.759544062370297 4.17559328240174 0.109872137952582 0.594217613137781
"NUTM2E" 0.765581891775687 2.80789361673642 0.109902186092596 0.594217613137781
"TMPRSS4-AS1" 0.759819772072535 4.20478539922476 0.109934007195333 0.594217613137781
"SLC40A1" 0.759811656960556 6.31240928261178 0.109938119629006 0.594217613137781
"KRT79" 0.762741727257275 4.43014919733052 0.110037153658609 0.594499742834349
"CCNY" 0.757274774353509 5.81784200790051 0.110073358635324 0.594499742834349
"LOR" 0.757807072888581 3.91169033973234 0.11007935430945 0.594499742834349
"NLGN4X" 0.770879005673097 2.16061551189291 0.110145645378449 0.594601972799375
"RINT1" 0.759158599336312 6.28537675898815 0.110180400396821 0.594601972799375
"IRF9" 0.765634515203769 4.78373111376692 0.110192462759789 0.594601972799375
"SLC38A1" 0.765477328216685 4.97040493355114 0.110217019869406 0.594601972799375
"KRTAP16-1" 0.758159282215216 4.10405808627339 0.110320743776849 0.594764901780515
"SNX10" 0.765310423209697 4.8595556558144 0.110323384026571 0.594764901780515
"MLNR" 0.756363449362296 3.71084369972881 0.110354597659346 0.594764901780515
"FCRL4" 0.765128478676806 4.89507433339083 0.110394052542918 0.594764901780515
"ALPK1" 0.760645164190436 4.33944766538821 0.110418562904227 0.594764901780515
"VSTM2A" 0.758058763326671 4.13735824331867 0.110436028826304 0.594764901780515
"ZZZ3" 0.756584005278623 3.81547569028398 0.11045506637829 0.594764901780515
"ZNF211" 0.756291230060347 5.88921043094559 0.110625239244683 0.595395061394704
"CLEC16A" 0.764607315277077 4.86165131402355 0.110644282413646 0.595395061394704
"PPP5D1" 0.758352251187995 6.33744882445532 0.110670528832456 0.595395061394704
"NSL1" -0.758192430232596 3.33817526186582 0.110690989398127 0.595395061394704
