"logFC" "logCPM" "PValue" "FDR"
"C1orf174" 0.431267922759446 7.02212658751908 0.363262204609654 1
"C3orf70" 0.444209018532871 1.63186217294138 0.363305003658353 1
"ZNF185" 0.434311906622092 3.10897972993361 0.36347170387129 1
"GTF2E2" -0.562285528378946 -1.90856496934571 0.363528257254486 1
"C9orf66" 0.433035635688031 4.05227295362364 0.363572745039408 1
"COA5" -0.498827830258514 -1.03399062114344 0.363641596304252 1
"OFD1" -0.429524560690864 4.99614095682789 0.363645732556661 1
"SKAP1" -0.66987253111479 -3.02396572930107 0.363668353842651 1
"NDUFB10" 0.427093182176787 5.40295513821772 0.363699754367537 1
"NR5A2" 0.432701338392173 4.77056954233097 0.363700804898779 1
"USF1" -0.430905745557672 6.53286785640761 0.363746219236203 1
"AP3S1" -0.43086184594489 6.65559217398402 0.3637643947906 1
"DNAJC1" 0.430845212580432 6.7558700052773 0.363777167093954 1
"C6orf136" 0.432623785285571 3.32838374062613 0.363849397463006 1
"KRT35" 0.435205286926233 2.80021251733967 0.363905686115041 1
"BMI1" -0.430196920900672 6.24131913858896 0.363975288524347 1
"FOXL2" -0.431499542264933 3.81131395883406 0.364012611170638 1
"AJAP1" -0.432392561812815 4.02815536391731 0.364099671488231 1
"EGFLAM" 0.429098342771219 4.99336704642048 0.364201392381346 1
"ZFP42" 0.431295593358571 3.80495805701814 0.364225974762064 1
"UBE2L3" 0.434669459669314 4.44783162749638 0.364251752743673 1
"GSTM4" 0.42723155058794 5.19340379364228 0.364359359649958 1
"CNIH1" 0.429875895361665 6.24789378948493 0.364361091713788 1
"PNLIP" 0.4336843171936 4.59920289480465 0.364388530269092 1
"ELFN2" 0.432562204632831 3.25068463176593 0.364406343224615 1
"OMD" 0.430214464352645 7.1412810997898 0.364462772909312 1
"NR1D1" -0.430140043111551 6.71753364272898 0.364557500907887 1
"JOSD1" -0.429190605692639 4.96037841600877 0.36457919692407 1
"RP11-108K14.8" 0.432393751113807 4.71854049707718 0.364587246877287 1
"SPATA3" -0.43164604474072 3.9758053669674 0.364654827244108 1
"PRDM5" -0.428995920781009 4.96880612646571 0.36465974910881 1
"CDADC1" 0.438236957066002 1.88492579719204 0.364707620207154 1
"ATP6V1D" 0.42938984078131 6.18624354801216 0.364714063597658 1
"ARSI" -0.432987024469335 4.63048420096744 0.364812838682008 1
"EGLN3" -0.425964628414421 5.32482716607691 0.364832124598644 1
"C2CD5" -0.42987365298751 6.64217878510519 0.364866590191435 1
"HDAC7" -0.426566656714097 5.75157252151737 0.3649534176309 1
"SNX7" -0.42984036901584 7.75249891985033 0.36500926371249 1
"KCNN2" -0.428572942660687 6.1288493486693 0.365018074536677 1
"KCNJ13" -0.430767796317202 3.44274054708271 0.365020801893593 1
"GSTA5" -0.431275460337196 4.78460523707902 0.36504503689197 1
"RP4-635E18.9" 0.436161129223035 2.5248806179785 0.365255350933545 1
"RFT1" 0.430992628344425 3.94473976412401 0.365295494352019 1
"PCDHA13" -0.436681266052836 2.28837371196632 0.365330599024902 1
"ZNF260" -0.426198056190549 5.70958276413372 0.365361459567447 1
"USP39" -0.42856509618849 6.16117469130532 0.365370617611576 1
"LINC00890" -0.425919242720292 5.24467480657867 0.3654357298998 1
"HMGN1" 0.426128370348428 5.67672055640288 0.365454843110957 1
"CRAMP1" -0.431376786652681 4.0733224778153 0.365464513078684 1
"RBMY1J" 0.426060795565964 5.6305632569434 0.365506885655498 1
"COL6A2" 0.440218226984954 1.89429647359448 0.365510845638323 1
"LSG1" 0.426035868354539 5.74251667183675 0.36556933404921 1
"TOP2B" 0.433049116233897 2.97308971334582 0.365582896115396 1
"PPP4R3CP" 0.431911195235299 4.66565107757924 0.36567123996762 1
"TYW5" -0.431348753324327 4.12810185475789 0.365781579770387 1
"RBM14-RBM4" -0.436833805408404 2.05455161435886 0.36583762406508 1
"DKK2" 0.428948391181225 6.64373347276597 0.365909716622273 1
"FAM228B" 0.430052699827428 3.85945432851921 0.365917808013395 1
"VTI1A" 0.428655520370936 6.74240375743479 0.366213051670939 1
"GIMAP5" -0.430523749953691 4.03905040488846 0.366218486804752 1
"CROCC2" 0.431718484436139 4.27556051153798 0.366331906822054 1
"GTF2H3" -0.428512201162602 6.4435749101724 0.366338867670934 1
"AL136097.1" -0.424889070694681 5.4925784699862 0.366416127543498 1
"ZSCAN5B" -0.42859614834548 3.6096705387316 0.366448400279784 1
"MYO6" 0.428347451876268 6.67781806210639 0.3665718660473 1
"METTL18" 0.424255686119241 5.35186933306263 0.366722134621227 1
"LCE1F" -0.428168988366285 6.64916607592917 0.366766073542285 1
"HSPB2" -0.428052768705305 6.74666550209444 0.366875279008205 1
"PCDHGB7" -0.427853925476286 6.37447813151613 0.366906916979083 1
"GPKOW" -0.432338762301683 4.47911992496408 0.366985569410743 1
"LARS2" 0.429654842150753 3.3353525729687 0.367046824202106 1
"ARHGAP45" -0.424062342055543 5.40490702674736 0.367078416971514 1
"MUL1" -0.428286224534483 4.86291910035085 0.367107812103522 1
"CH17-270A2.2" 0.427329917206498 6.21286245244577 0.367116932553317 1
"ANKRD10" -0.441289292882884 1.42736362456634 0.367301480200228 1
"MTHFR" -0.428052466600162 4.86631524225707 0.367340396015089 1
"NAPRT" -0.435729571732516 1.95039784468073 0.367427436525415 1
"HEATR5B" -0.427527123895699 6.51262050680751 0.367508271516921 1
"LYRM1" 0.427523997233125 6.49891383875341 0.367526129763458 1
"LRRC70" 0.429815106782306 4.70930690198978 0.367546228838916 1
"PDIA2" -0.424211906341591 5.67841491679955 0.367584090542325 1
"NUP88" -0.427868575419358 3.55364552787075 0.367600291049994 1
"MYL7" 0.424756790235625 5.11596345604803 0.367672799520102 1
"C4orf33" -0.426664677618893 4.94393806083792 0.367673817490271 1
"FSCB" -0.423646758632778 5.45526752501354 0.367700302295054 1
"FOXRED1" 0.429554576092707 3.25700685066093 0.36773976612176 1
"PARK2" -0.428559700251333 3.40151654255294 0.367755645408785 1
"TBL1XR1" 0.42849516504188 3.42209317145875 0.367791276197155 1
"GIMAP2" -0.431273637008051 2.89615704426848 0.36780795587953 1
"PBX3" 0.42522374298706 6.03956700537652 0.367876440597143 1
"CALN1" -0.429369852868295 4.1136994445546 0.367897850590552 1
"C1orf87" 0.427117000856391 6.58911470124934 0.367963476768746 1
"HORMAD1" 0.42554367813776 6.09311709466844 0.368060810583508 1
"METTL3" -0.427220256467671 3.67358359696272 0.368065920411397 1
"ARHGAP29" 0.428713073467548 3.9944662269659 0.368073850778799 1
"OR4C6" -0.432787959822725 2.54197698610424 0.368114730010574 1
"ACTL7A" 0.426906411447321 8.1322698564469 0.368149375741323 1
"ABRA" 0.426842907453761 6.45431960089481 0.368233577025704 1
"ARHGAP35" 0.428620207366099 4.00465858351558 0.368240742073352 1
"RRP1B" 0.573064930354031 -2.23075755864716 0.368275277316331 1
"DNAJC22" -0.423463927532892 5.57739466725548 0.368280914076823 1
"FAM168A" -0.43219258111766 2.59065229712863 0.36835850908985 1
"CSTA" -0.422960450416868 5.29572817534837 0.368411179191437 1
"APBA3" -0.423257838539569 5.24757112051107 0.368411327112356 1
"MBP" -0.429173115487889 3.20177721926069 0.368426300307113 1
"OPA3" 0.423458343695139 5.79766451098213 0.368482622923186 1
"RPS6KA5" -0.42305169054107 5.49350618920941 0.368484162038243 1
"PGBD3" 0.423972477275771 5.09119205365607 0.368731619879168 1
"NGFR" 0.430765082890291 2.80111009898785 0.368970357289422 1
"E2F8" -0.427320216572307 3.87298280083282 0.368973549770704 1
"CTC-360G5.8" -0.428562844377602 4.16701966558575 0.369078538465914 1
"TAS2R60" 0.429201950701781 4.62348271190343 0.369098498998766 1
"RNASE8" -0.42837007251379 4.1559300335944 0.369243430916365 1
"NDUFS1" -0.423093410266964 5.94504011491586 0.369287356132051 1
"BARHL2" 0.431579363015996 2.57054511548245 0.369296071660557 1
"CRAT" -0.425310188609927 6.19243276713317 0.369308096783638 1
"TMEM241" 0.42354683618982 5.07129077972493 0.369353706853054 1
"GOLGA6C" 0.427502705112819 3.3477754212835 0.369407573346438 1
"LIMD2" 0.425808776503115 7.28113565307146 0.369430286334845 1
"NKIRAS1" -0.427277150919602 3.96946512877236 0.369470287925282 1
"C11orf54" -0.423572009344658 6.02197260592294 0.369540842021382 1
"NCOA3" -0.42833782002245 4.65820112018661 0.369659322549089 1
"IRAK3" 0.435740957433045 1.80066813554446 0.369704473542238 1
"C22orf39" 0.425559769348643 7.35368424623514 0.369738107542137 1
"AKAP13" 0.426838886218821 3.91971101141528 0.369791611146128 1
"TMUB1" 0.429352914454319 4.39818244229809 0.369793975795482 1
"MAK" -0.432274545780932 2.40419224390347 0.369903625377507 1
"BIVM-ERCC5" -0.515651925209255 -1.45577318498147 0.369974605286048 1
"HOXA10-HOXA9" 0.421337970608035 5.33913731979429 0.369990639529073 1
"ABHD18" -0.42521007616989 7.07656117123446 0.370015450632024 1
"FUT2" -0.453328528033048 0.112606375702089 0.370023937123932 1
"HIST3H2A" -0.424693699193725 6.23089518505787 0.370095333831057 1
"EGFL8" 0.71705479169434 -2.81502791088547 0.370108763142189 1
"OR8H2" 0.421764760263316 5.540450193875 0.370110887820414 1
"SLC25A45" 0.421345009997257 5.39767327313404 0.370159618613555 1
"WNK1" -0.42184500331742 5.90691102979133 0.370310772318841 1
"FANCG" 0.426161861329604 3.87952310360353 0.370341480852278 1
"GOLPH3L" -0.421299397120811 5.4613921292574 0.370366998780859 1
"FUNDC1" -0.420933527419048 5.3487652735509 0.370447863990747 1
"AC016549.1" 0.428259258733819 3.05783295602016 0.370538928096087 1
"TLE2" -0.424842044204926 7.73400542187744 0.370598384028592 1
"SLC7A1" 0.426404707571117 3.99555199568807 0.37066188529514 1
"ACO2" 0.420799425268756 5.38410721312049 0.370734646382446 1
"ABCC9" -0.428868631075405 4.46477257403361 0.370737239544625 1
"CNNM1" -0.421405513877749 5.63776933858884 0.370744335566405 1
"SPTBN1" 0.42184638276584 5.14494115928827 0.370745382834684 1
"SLC19A3" 0.421619434778734 5.17760137317556 0.370782433281373 1
"PPP1R12A" -0.424592792448918 6.51390978408152 0.370795744143143 1
"ANKRD35" -0.424509971024212 6.89987774197443 0.370811642579104 1
"OST4" -0.421222614072724 5.67088727284513 0.370954643364055 1
"CCDC15" -0.42808108318673 4.55786815764469 0.370968118741717 1
"PROK1" 0.426391081226998 4.73963940010824 0.37105224832815 1
"HSPB3" -0.420425475589853 5.4271059756831 0.371257096312543 1
"MRGPRG" 0.427198037393687 3.11675778545822 0.371277157615168 1
"WEE2" -0.422702551006848 6.09930810360456 0.371304680832009 1
"KDM1A" 0.42349907025651 6.19971422207639 0.371378038748844 1
"FAM9C" 0.421278943368889 5.14763542336407 0.371382854372449 1
"KBTBD13" -0.425556382469055 4.78573923532356 0.371383295115965 1
"KRTAP23-1" -0.424029525605785 6.58145335364023 0.371414100345087 1
"SLC25A43" 0.423692085355992 6.30777293875921 0.371420078635703 1
"OR6C68" 0.422641814976295 4.99141760129844 0.371474705688602 1
"LINC01125" -0.423828818076691 6.86610931499217 0.371584535920988 1
"RP11-934B9.3" -0.427361173003832 4.34493466481859 0.371585256914229 1
"DPM3" -0.425735980960386 4.04780639036378 0.371618906173442 1
"PTPN1" 0.421522648972331 5.99915080940563 0.371628981865671 1
"SOX2" -0.42063898361836 5.77214148106747 0.371636797413284 1
"MYNN" 0.42640967218456 4.18842885159589 0.371643040348015 1
"CLVS2" -0.426404067297179 3.16342723082565 0.371718311299417 1
"BIRC3" -0.423509285898947 6.38485108924731 0.371797948954189 1
"NDRG4" -0.42049257858848 5.75817849772778 0.371801930110474 1
"OR6K3" -0.420382380848974 5.593653191924 0.371808572007369 1
"CTD-2313N18.7" -0.44027045937074 1.16492569301481 0.372006436822038 1
"HMG20A" -0.420209266713616 5.70164714461846 0.372109457238118 1
"MOGS" 0.420154366400068 5.80917114178963 0.372223618770356 1
"LHX2" -0.419821289363292 5.53412267982303 0.37227015099945 1
"HMGB3" 0.438145060337878 1.31669473450855 0.372309876614984 1
"BZW2" -0.470892918676768 -0.663351338091231 0.372342640934767 1
"NEURL2" 0.428666759677167 2.49288964499663 0.372357371819601 1
"PPP1R8" 0.422578211409275 4.93823408885058 0.372381951098509 1
"ZC3H7A" 0.43098790852225 2.21824093459957 0.372432369769917 1
"C9orf131" -0.426094600313122 4.62900288900728 0.372470449928139 1
"TRAPPC2B" 0.431180626294048 2.12716519630042 0.372511867788321 1
"RBM22" 0.423053310378476 6.51252525888085 0.372538289065531 1
"RPS6KA3" 0.430851448978526 2.02178236198439 0.372555357935459 1
"CT45A1" 0.419833993743918 5.6764898330101 0.372558532552588 1
"ZNF250" 0.419843727864075 5.81236807060684 0.372572804157963 1
"ANKRD62" 0.419438262184291 5.48498421115855 0.372583332127019 1
"ZBTB1" -0.429369334933911 2.55626884248662 0.372674448826018 1
"KIFAP3" 0.424909025973425 4.07680021997252 0.372767353393019 1
"FAM214B" -0.419665067533981 5.19073730462386 0.372873937007147 1
"ATP1B2" -0.425905331995025 4.59240761991124 0.37305720346916 1
"NCOA6" -0.423981229573958 3.95820694263803 0.373123288408371 1
"MRPL41" 0.423940020725725 3.95453161217193 0.373215485811429 1
"RP11-249C24.12" -0.423218952465625 3.81456619232602 0.373245183222775 1
"C9orf16" -0.419116871667107 5.64321858279089 0.373343307769621 1
"RP11-214K3.25" 0.424953087691751 3.17742303169362 0.373393422813604 1
"GIMAP8" -0.426351671174268 4.50784025897164 0.373409424091293 1
"LDLRAD3" 0.425805643859925 4.56470365979074 0.373492089962001 1
"RIPPLY1" -0.420468378512436 5.01623578664259 0.373498259983362 1
"WDR49" 0.423202677461988 3.84312135968605 0.373509610870668 1
"FSHR" 0.422135465734107 6.60242631295149 0.373555183432811 1
"SLC22A23" -0.423780728311707 3.99954235835106 0.373567165961543 1
"EGR4" -0.418951106454038 5.87188496972204 0.373582919106356 1
"RHOBTB2" -0.418719464489638 5.23952071928272 0.373622688403635 1
"PRDM7" 0.419187698771224 5.94265237992112 0.373687640521323 1
"ACTL9" 0.420239246126992 5.01358414710945 0.373843169342419 1
"LRIT3" 0.421781992108515 7.14595443493839 0.373909350986237 1
"MPEG1" 0.418140646993436 5.44049498297012 0.373912620273901 1
"TRMT10C" 0.421790769923317 6.71120619316403 0.373919220564385 1
"TECPR2" -0.432304581522296 1.58275722715798 0.373950503935457 1
"DHDH" 0.419037235472179 5.13355756191845 0.374024497986604 1
"AC092159.1" 0.42408049693556 4.69487429738871 0.374091130208379 1
"DICER1" 0.438383063040808 1.27794303295181 0.374096076273209 1
"RARS" -0.421393660461403 6.44567888327559 0.374328665035507 1
"TNNT1" 0.421253618580149 6.37459639135417 0.374332366052183 1
"SVIP" 0.418413743991118 5.1795996583628 0.374399480134714 1
"TCTEX1D2" 0.417536382271924 5.39490106171159 0.374478893379703 1
"LRRC38" -0.418957766805287 5.07572556423436 0.374481340843298 1
"KNTC1" -0.43408735297238 1.69961636744082 0.374519460973848 1
"UTP15" 0.425174029546612 4.52794224989066 0.374580158428963 1
"LRRC17" 0.420278403623425 6.15951417535184 0.374674069706716 1
"HIST1H4A" -0.421123288816087 6.60828227398898 0.37468333333546 1
"UXT" -0.423628153975603 4.18692874342834 0.37471096506796 1
"USP6" 0.421318545442207 4.87441303770045 0.374797776540269 1
"NBPF10" 0.4228694266662 4.74928319574627 0.374879058791012 1
"GNAQ" 0.425070631376794 2.87581523348969 0.374992920478609 1
"HLA-DRA" -0.416940411800777 5.36890742218045 0.37505190538284 1
"RGAG1" -0.428604495964244 1.86349608015997 0.375215263680763 1
"ARFGAP3" -0.427515328560743 2.23197276437624 0.375309196444566 1
"HS3ST5" -0.420195413197354 6.29403756154162 0.375320356308848 1
"NONO" 0.422729140689885 4.09893253181275 0.375333854079762 1
"KDELR3" 0.420550861614865 7.31249077341894 0.37535971183675 1
"CCDC67" 0.419363980780509 4.97961261843263 0.37536412787806 1
"PPEF2" -0.416757454916634 5.30719850828915 0.375383193183207 1
"GPR50" 0.417326451647305 5.770429916941 0.375419041871332 1
"OR5D16" -0.419883330534625 6.21655423121137 0.37549000244817 1
"FEN1" -0.416515447160282 5.32945798496587 0.375492683666134 1
"ZNF682" 0.422524148968815 4.72737210215113 0.375515560657881 1
"DIABLO" -0.416518979328041 5.36881886028205 0.375532003278648 1
"GLYATL1" -0.422088340746157 4.02234792398649 0.375606964519191 1
"CYP2C18" -0.419760962489046 6.27716872244812 0.375770724069754 1
"DDX10" 0.423360345580097 4.60291738679978 0.375820200445995 1
"MZT2A" -0.420023780965564 7.96257269809151 0.375948927797327 1
"MRPL22" -0.418039935136876 6.0476207943777 0.376062735545084 1
"AFF1" 0.417590307970885 5.99732912496362 0.376077013018091 1
"ABCB8" 0.41654029655654 5.57310375695797 0.376135308582837 1
"SYNGR4" -0.420419084301067 3.52138402980244 0.376160573753543 1
"RHOF" 0.416821002864643 5.9204260377717 0.37617524732534 1
"LYZL2" -0.427893049346924 1.9551505690717 0.376240648256553 1
"RASGRP4" -0.417221902332024 5.97398572675853 0.376242886963658 1
"DNPEP" 0.417522719003238 6.00627646044304 0.376245793737997 1
"C7orf50" 0.429387611656056 1.96282118731457 0.376262513106739 1
"ADGRF5" 0.420895692549063 3.88978463055291 0.376305956254482 1
"NMT1" 0.422040731993984 4.14126033026408 0.376321910986536 1
"CCDC169-SOHLH2" -0.419054188790128 6.20080044575029 0.376395817213954 1
"FAM167B" -0.419852858974455 4.86667488227937 0.376540081042814 1
"RDH12" 0.421106521000263 4.773292736401 0.376617235548985 1
"POU2F3" 0.416232712389094 5.70338855018336 0.376665188410754 1
"DLGAP2" -0.419754126101226 3.54240548472157 0.376805090937599 1
"BBS4" -0.423487251647079 2.83622172870097 0.376820886323475 1
"ZNF618" -0.422027112433144 3.14005135910513 0.376821871902034 1
"COL14A1" -0.451143476782403 0.055284632598734 0.376946639063327 1
"PPCS" -0.41732590342157 6.06783597441572 0.377078685728436 1
"BRIP1" 0.418963507609252 7.19397797624161 0.377113070127274 1
"DCAF7" -0.421544997120572 4.20289195878124 0.377153666764085 1
"PLGLB2" 0.419456476333645 4.85663859552122 0.377190214283632 1
"KLHL42" -0.424170637345698 2.60831117932976 0.377194700916057 1
"ZNF93" -0.423486587167833 2.74709791501588 0.377199011992149 1
"LDLRAD2" -0.421488002999414 4.21383114320012 0.377271129464243 1
"ASPG" 0.420424167989006 3.3631236015432 0.377287929210864 1
"ATG2B" 0.425236399339605 2.37980536924074 0.377304076315482 1
"BEND5" 0.415939877715798 5.1365166648715 0.377534869827866 1
"ASB9" 0.41547486926349 5.83729363056982 0.377558260716472 1
"MICAL3" -0.428779464830285 1.9445715345393 0.377577256145104 1
"ELF1" 0.426152004766834 2.03732788556289 0.377770608413125 1
"CT45A10" -0.414877853250274 5.50258199836694 0.377805915325681 1
"RAB11FIP3" -0.414761837762717 5.46772738608797 0.377834462204036 1
"METTL12" -0.419824838192114 3.9667036989728 0.377841765125884 1
"PLN" 0.416621297399628 5.01994805232518 0.377860879886244 1
"STEAP1" -0.414544725610197 5.3114151760088 0.377879971465492 1
"KCNIP1" 0.426840084304925 2.09826091668562 0.377886050226544 1
"CCDC85A" -0.415102630494816 5.82761284002467 0.377957772229682 1
"MORN2" -0.438927487552536 0.281795925132826 0.378000155774238 1
"RRAD" 0.417693127638797 6.22751833721017 0.378019496698336 1
"ZXDC" -0.419306574313057 3.42287184806995 0.378047819074024 1
"GTPBP6" -0.421675294667761 4.37029236750051 0.378155781679091 1
"RPS4Y2" -0.414827672585388 5.72552629007059 0.378254745018015 1
"ADAM9" -0.414825436445838 5.70774200557811 0.378262254666583 1
"TMEM50B" -0.414834623156786 5.83636369164452 0.378272337802341 1
"RABGAP1L" 0.417865898986648 7.14932476376934 0.378348987291415 1
"GOLM1" -0.418626501125684 3.80048553503988 0.378377530343681 1
"RNASE4" -0.42089765444003 4.2831201294969 0.378444731798635 1
"PRAM1" 0.417767733422144 6.8172463116008 0.378460955443944 1
"TGM6" -0.417650096899586 7.038019461999 0.378546905904046 1
"CCDC184" -0.413857001809559 5.3662877197014 0.378568859996748 1
"GALNT2" 0.41721860535052 6.24347636595672 0.378594395552574 1
"LIMK1" 0.414516350766994 5.78859124997564 0.378630077608579 1
"TUBGCP5" -0.421578282444313 4.52210176451505 0.378640462139261 1
"TPSD1" 0.421621619708591 2.91623999995728 0.378663817430262 1
"ACTRT2" 0.417318244606977 6.38251913535014 0.378810613443609 1
"PTPRK" -0.417491552482264 4.8916950322111 0.378825621458364 1
"C9orf78" 0.415725527350643 6.06316597572781 0.378880046220405 1
"SLC5A8" 0.413539675725605 5.36323080886495 0.37896314437522 1
"CLEC12B" -0.417319015938305 6.77682558798052 0.378966687039132 1
"ZCCHC18" 0.421602664405553 4.48890007992163 0.378997556076021 1
"OR4S1" -0.41723253218189 6.43545769235424 0.379026167964421 1
"PDE6C" 0.414163315436056 5.73661662742793 0.379036610636183 1
"MAPRE2" 0.414108294481371 5.82937803485272 0.379121385820545 1
"SERTAD4" -0.748119392125229 -3.23579924695436 0.379176937294092 1
"LINC00116" -0.413988409193468 5.81954567110199 0.379234895196009 1
"EHBP1" -0.42118373160638 2.81892111094088 0.379458278654482 1
"NPIPB9" -0.417726675741814 4.83366836866201 0.379473360585507 1
"CXorf51B" 0.419009811104463 4.09106889824651 0.379494661382986 1
"GABRR3" -0.428355346951669 1.86123790474711 0.379560070359351 1
"RFXANK" -0.413469100550535 5.56096753512379 0.379611328433722 1
"B3GNT2" -0.420234900565864 4.57296060818044 0.379629251077132 1
"HNRNPU" -0.414463343240562 5.99783200239145 0.379637523165031 1
"PCDH11X" 0.420063915662267 4.31675173300622 0.379662074430054 1
"SS18L1" -0.416170462833903 6.19633112095202 0.379662532810626 1
"HBE1" -0.434791136098752 0.698908211767552 0.379792450718575 1
"AIM1L" -0.416603542855821 6.66019980449938 0.379804473646967 1
"LIN37" 0.41368391040447 5.17636983847152 0.379844003128973 1
"ZNF772" -0.41654381281045 7.16702782224194 0.379850270380511 1
"OR51T1" 0.419298112926619 3.14792796138654 0.379937966372856 1
"FGFRL1" -0.416464142508918 6.58793085111424 0.379983003547079 1
"endive" 0.414039108747973 5.98382525594277 0.380005965396336 1
"TRPC4" 0.418577041830323 3.25705041344415 0.38006291837052 1
"ZNF280D" 0.420833345454002 2.80145243945749 0.380123903021992 1
"TMPRSS11A" 0.421716244452825 2.60401154786329 0.38012488719443 1
"DAZAP2" -0.438249662988642 0.28853807815567 0.380177820353375 1
"TAPBPL" 0.418261800846968 3.28068640196982 0.380256749517269 1
"RAD17" 0.424476714105837 2.07157419800096 0.380358465488277 1
"DOK2" 0.416067798967301 7.01471930302975 0.380360677373775 1
"MND1" -0.419121395887398 3.09515785828248 0.380415415400282 1
"CNTN6" -0.417741187210017 3.32980182572116 0.380431824905072 1
"PALM" 0.412931597124383 5.83863301198 0.380477778873808 1
"CCNE2" -0.416132096627261 7.56441191057367 0.380478146290231 1
"RP11-9J18.1" 0.419618450074887 4.56100198448988 0.380491962453961 1
"SERPINB8" 0.42117453904298 2.62408765523796 0.380654168983668 1
"PHACTR2" -0.4132416291952 5.95978703032316 0.380654866518393 1
"DEPDC4" -0.415807778647277 6.60032583360654 0.380723091244373 1
"TRIM54" 0.419549111625875 4.40478484245284 0.380845783679992 1
"BARD1" -0.416322431545909 3.77032767881962 0.380849805379726 1
"RPL7" 0.412276457308039 5.25583779554358 0.380904861025449 1
"EPX" 0.415590946510845 6.87776572819641 0.380931308546654 1
"ROGDI" 0.418079444471443 4.68266502573915 0.380989773877075 1
"GPRASP2" 0.4251797416156 1.71999408337059 0.381008308634327 1
"OR5AK2" 0.423330687629276 1.90423770278474 0.381015025482025 1
"DISP3" 0.417046780779014 3.37450484348155 0.381020550006046 1
"GALC" -0.417348724825904 4.03082556075958 0.381022924371004 1
"TRAF7" 0.413263367244187 5.07513924488332 0.381032390820021 1
"SLC9A3R2" -0.412420554272614 5.81948649169883 0.381036582446268 1
"GHRHR" -0.419545436585239 4.45169871237553 0.381105079977606 1
"ZNF619" 0.411819585475877 5.29116744972851 0.381186399474206 1
"ST3GAL2" 0.412147623674748 5.58666808161525 0.381223301885076 1
"LRRC40" -0.417996293997671 4.21468728990165 0.381250095520192 1
"PMM1" -0.415271298454606 6.64921087410599 0.381330961130906 1
"SCYL3" 0.418468015282469 4.60585048929276 0.381350529796904 1
"CYB5R4" 0.413621090386712 5.01322452468732 0.381395363743233 1
"RCAN2" 0.412054416566616 5.73525037670772 0.381454131602193 1
"LCE1C" 0.412405590481249 5.94561034887796 0.381486298374513 1
"CPM" 0.422927753620306 2.22717301409416 0.381508585948836 1
"WSCD1" 0.418493873286427 4.58104418650774 0.381565278742831 1
"EFCAB13" 0.414987972234967 7.08451910389641 0.381602169122551 1
"NUCB2" 0.419055134594007 4.50915151032002 0.381673984767377 1
"PCP4" 0.423574914871638 1.94371207964762 0.381701303025124 1
"CARTPT" 0.411076546411446 5.36062784093736 0.38177818843779 1
"VPS52" 0.411535466207457 5.53507764328461 0.381778650151311 1
"RP9" 0.416587177461906 3.33304667632728 0.381849844455122 1
"CAPN14" 0.417584283949522 3.16029676398248 0.381876421500237 1
"KLF2" -0.416166445139508 3.37344248751177 0.381940079137566 1
"LYST" -0.411579236768962 5.7212650320799 0.381985776044876 1
"RWDD4" -0.414761091434117 7.78152712260431 0.382006181918078 1
"RALGPS1" -0.415243089925137 4.85218423527456 0.382023317915316 1
"KIF13A" -0.413459036606326 6.1208884841993 0.382046380939694 1
"CD1E" 0.412053418261413 5.96063996355949 0.382049422279986 1
"XIAP" -0.414991011152804 3.5802534164778 0.382054102018252 1
"DNAJB13" -0.411424309627488 5.61240797737797 0.382113162234946 1
"ENPP2" 0.417531392003573 4.63323143726804 0.382128073424631 1
"TPRG1L" 0.415855924193485 3.91693724322778 0.382176051089772 1
"OR8J1" -0.411324621622079 5.63756008572078 0.382257602905741 1
"SLC45A2" 0.416700074472156 4.1296121039235 0.382311739707693 1
"SRP19" 0.41421502669993 6.96859089986103 0.382488986937476 1
"UBAP2L" -0.550942681465881 -1.84908309207231 0.38261171759092 1
"GAB4" 0.414164547108317 6.48576629539716 0.382634110004837 1
"ZNF548" 0.4140406140712 6.71939113584554 0.382733126624606 1
"SPANXD" 0.417993740054668 4.50853881338384 0.382883499826768 1
"CBX8" 0.416737781249659 4.23744361468007 0.382894619857575 1
"RPH3A" 0.412372835269889 6.08381108489622 0.382926903110782 1
"KRTAP9-6" 0.413273309819122 6.18594877764099 0.38292849863622 1
"MED12" 0.413766766341914 6.43945390510516 0.38300385660625 1
"GFY" 0.41171984614813 6.01926585690414 0.38303127351584 1
"TBL3" 0.413835668500282 3.62463765102414 0.383089048794079 1
"GDE1" -0.411339500668154 5.0892450788914 0.383109335596187 1
"TRIP10" -0.416712231388313 4.27725841842417 0.383130244927334 1
"OR2T34" -0.411924659317626 5.024392826187 0.38313536627291 1
"SLC35A1" -0.409848816385649 5.31863399765409 0.383254812082809 1
"MRPL51" -0.411152860579072 5.06341121908511 0.383503908900668 1
"TMEM9B" 0.416504529811553 4.28909315925819 0.383511834137206 1
"FOXK1" 0.414310374383497 3.82617633644651 0.383513248643276 1
"XPNPEP2" -0.419831392056314 2.33810983642513 0.383527948852554 1
"NHLH2" -0.423372289059841 1.63005519925381 0.383560231459594 1
"RUFY1" -0.413140108327976 4.90347342977123 0.383631346399053 1
"JTB" 0.41100644210846 5.0585373350029 0.383749861735934 1
"LCA5L" 0.410059348029225 5.68588717873353 0.38375584344491 1
"ZNF85" 0.412694471016115 6.23708266108902 0.38375640357813 1
"DSN1" 0.409370454134976 5.32308816131759 0.383788872721587 1
"AC090094.1" 0.413128200368278 6.65498318795786 0.383792932807327 1
