"logFC" "logCPM" "PValue" "FDR"
"ARFGEF1" -0.825558604717694 5.49584607401144 0.0806901006142975 0.982962910580253
"ZNF101" 0.832664114865962 6.47525727493052 0.0807270080083393 0.982962910580253
"ADAMTS13" -0.835255710748243 4.78521151882587 0.0807678501002246 0.982962910580253
"CRTC1" 0.934502603822203 -0.718062493004978 0.080773941384153 0.982962910580253
"CEND1" 0.826423728954255 5.92055484335152 0.0807816674351454 0.982962910580253
"CERS2" 0.831782607748312 6.31922122498038 0.0808010270199485 0.982962910580253
"ATP7B" 0.835636437746427 4.02113022145889 0.0808105049740988 0.982962910580253
"GPR180" -0.84019317247465 4.50716637236684 0.0808445044517415 0.982962910580253
"VRTN" -0.8284700008147 6.05574446150555 0.0809054271766145 0.982962910580253
"OSTF1" 0.832987431304417 3.51451663598545 0.0809147284388189 0.982962910580253
"IL17RB" -0.838846533133 2.9061581231199 0.0809270523004886 0.982962910580253
"UGT8" -0.831933479269537 7.22946128268024 0.0809713272359305 0.982962910580253
"TYMS" -0.832144041369349 7.66576688744133 0.0809868149478427 0.982962910580253
"PPIL2" -0.83309489860507 3.84226132148061 0.0810661350954709 0.982962910580253
"OR9Q1" 0.832322401806427 3.74284430498875 0.0810744806981656 0.982962910580253
"ISG20" 0.831618261064622 7.83750147488212 0.081141824346967 0.982962910580253
"LCE3C" -0.823684631226049 5.4004455743689 0.0811847320047494 0.982962910580253
"SAPCD1" 0.834648444121887 4.07657605440001 0.0813266787538459 0.982962910580253
"PDLIM5" 0.823162731090081 5.37396166811376 0.0813489519407038 0.982962910580253
"POU2AF1" -0.838184383645181 4.41370714680387 0.0814023300186812 0.982962910580253
"HMOX1" 0.837606432125225 4.551549454191 0.0815259939522984 0.982962910580253
"MGME1" -0.823866852228848 5.74505822524555 0.0815794856563493 0.982962910580253
"CSNK1E" -0.837211808987782 2.81839422595003 0.081760513628471 0.982962910580253
"SUZ12" -0.837602521248615 4.49886003631945 0.0818320446683004 0.982962910580253
"FAM24A" -0.856804207589023 1.30124095285591 0.081915072158356 0.982962910580253
"CHUK" -0.82294061914154 5.20293794953058 0.0819210345155355 0.982962910580253
"IP6K1" -0.838767350445922 2.52614382150971 0.0819459630213547 0.982962910580253
"PRKAA2" -0.832300740640893 4.77235991577097 0.0819641334463685 0.982962910580253
"PPP2R2D" 0.829051814599474 6.75092909821995 0.0820028764905289 0.982962910580253
"NDUFAF7" -0.827095919887052 6.15392976145941 0.0820428673085353 0.982962910580253
"HAUS3" -0.840836968688 2.33856234609207 0.0822229143193118 0.982962910580253
"OR1J2" 0.826264032637433 4.94898344356287 0.0824398501524792 0.982962910580253
"PLCZ1" 0.827671109938966 7.06776852688586 0.0824836403973808 0.982962910580253
"STH" -0.827917879779267 7.6605664950643 0.0825225955405 0.982962910580253
"PCBP4" 0.829581225102736 3.41891189784847 0.082522819460803 0.982962910580253
"DGKA" -0.822410996725 5.97167439911107 0.0825680661303239 0.982962910580253
"CYBA" 0.828376431473411 3.50934096370587 0.0825994095759879 0.982962910580253
"C17orf58" 0.836714675725991 2.63851282015848 0.0827302801227466 0.982962910580253
"POFUT1" 0.825685925261088 6.17869967284795 0.082735737079798 0.982962910580253
"MRPS25" 0.836611163794487 2.68436773540229 0.0827359433301534 0.982962910580253
"MYO18A" 0.833718870395136 4.34245861626734 0.0827400013962384 0.982962910580253
"CYP4B1" 0.826980410326604 6.77365349689602 0.0827579050565572 0.982962910580253
"GANAB" 0.8204124348842 5.64604310688345 0.0828503960615616 0.982962910580253
"CYP19A1" -0.826603882355205 6.92614887861027 0.0828719711365466 0.982962910580253
"GTF2IRD2B" 0.830708047080479 3.22366096582043 0.0829070337537136 0.982962910580253
"ZNF738" -0.828650293252141 3.92146696838814 0.0829444837674137 0.982962910580253
"ORAI3" -0.819918464935172 5.75356852624973 0.0830305886535572 0.982962910580253
"DDT" -0.849921784377739 1.58514143328475 0.08304872213613 0.982962910580253
"KIAA1109" 0.826400738106563 7.52723724302707 0.0830700929868449 0.982962910580253
"ATG12" -0.827430706068378 3.88430339121479 0.0832598248213688 0.982962910580253
"PSMD1" -0.861131069557528 0.671916690400014 0.0833353994030807 0.982962910580253
"FLOT1" 0.831708773745313 3.00063159830248 0.0833818285444685 0.982962910580253
"PAM16" -0.828474380554329 4.03314592951943 0.0833850493233946 0.982962910580253
"LAMP3" -0.829297732122403 4.14572493281742 0.0834744553285508 0.982962910580253
"APOBEC3B" 0.832612750371701 4.41722096233538 0.0834840545056595 0.982962910580253
"SPATA31A5" 0.817419425655917 5.3160781807017 0.0834882359383871 0.982962910580253
"DOK1" 0.820120208223551 5.08655375684574 0.083510730965368 0.982962910580253
"DGKG" 0.848849356708107 1.38350485657209 0.0835428111094323 0.982962910580253
"CTD-3214H19.16" 0.818467190581958 5.66683478334439 0.0835685722743386 0.982962910580253
"CCDC116" 0.824678919386848 6.97998236888466 0.0835858378526652 0.982962910580253
"SEC31B" -0.823627603847103 6.20723385560251 0.083590835600918 0.982962910580253
"CDC25A" 0.858183638861679 0.845323934590958 0.0837071021962899 0.982962910580253
"UBE2H" -0.82436393555305 8.26254188123507 0.083733560409006 0.982962910580253
"LRP1" 0.82536099035867 4.8496500569247 0.0837666241002234 0.982962910580253
"DDX23" 0.817916053684144 5.75314760256472 0.0837928560076265 0.982962910580253
"FZR1" -0.82349156945597 7.06032609950265 0.0840150157358989 0.982962910580253
"RAB33A" -0.829982818785661 2.94911108610943 0.0840266852504689 0.982962910580253
"CXCR5" -0.815936952851959 5.39994169861809 0.0840456524906802 0.982962910580253
"CUTA" -0.825944165373513 3.34442994547829 0.0840591992558101 0.982962910580253
"C1QTNF9" 0.819382955246165 6.02826972376459 0.0840810016101239 0.982962910580253
"C11orf91" -0.823377544029316 6.68984812484991 0.0840861936689408 0.982962910580253
"NHLRC3" -0.815911642899254 5.30250074999821 0.0840873689259819 0.982962910580253
"KRTAP10-6" 0.822139454426401 6.30340968282826 0.0843055263154006 0.982962910580253
"POTEB2" 0.825183225196752 4.80038349021644 0.0843328639968776 0.982962910580253
"ZCCHC5" -0.82338720404443 3.78702329781686 0.0844210540651358 0.982962910580253
"TMEM151A" -0.824055154820351 3.86616005994878 0.0844498116195958 0.982962910580253
"AKT2" 0.816026754292168 5.65292492338007 0.0844866026245322 0.982962910580253
"GUCY1A2" 0.829308277637708 4.55276023495184 0.0845400646728204 0.982962910580253
"DEPDC5" -0.82885343165686 4.56126450408955 0.0846163973346767 0.982962910580253
"VIT" 0.820839537650877 6.2816996722303 0.0847595524730274 0.982962910580253
"GPR68" 0.821858507944515 7.68993149292053 0.0847602653162079 0.982962910580253
"WDR35" -0.821399574054406 4.88835029105753 0.0848166208033217 0.982962910580253
"DCANP1" -0.82549087181467 3.1746997826761 0.0849200710185958 0.982962910580253
"POU2F1" -0.813777069017019 5.44093730252222 0.084944863355996 0.982962910580253
"HTR3B" -0.813388718281785 5.4565216242653 0.0851257646027748 0.982962910580253
"HIST1H2BO" -0.820371347999878 6.41316849488812 0.0851332674673298 0.982962910580253
"BORCS8-MEF2B" 0.831390950664522 2.44682971486382 0.0851718654449382 0.982962910580253
"ZNF385A" -0.826212734322439 4.30723993853745 0.0853047488327714 0.982962910580253
"C4orf51" 0.813896339189368 5.7471575177764 0.0853066078521867 0.982962910580253
"SP8" 0.822389905141361 3.9246937866679 0.0853349281098491 0.982962910580253
"RP11-432B6.3" -0.813894154740106 5.91724992481756 0.0853899221785204 0.982962910580253
"ZNF729" -0.823043834916625 4.0447474504698 0.0854386037686929 0.982962910580253
"HIST1H3G" 0.812182089793501 5.37984826804525 0.0854504462898286 0.982962910580253
"ITSN1" 0.818911461542965 6.31589137876452 0.0855383862607658 0.982962910580253
"LMO2" -0.819273882824283 7.04764488497551 0.0855902048642132 0.982962910580253
"USP17L18" -0.820704510324699 4.83620783667448 0.0856138248472181 0.982962910580253
"RER1" 0.819943428930239 3.49852346243629 0.0857769132275795 0.982962910580253
"COPG2" -0.818880135067824 7.24393775862543 0.08579107697426 0.982962910580253
"MS4A12" 0.814428948019146 5.04158141152085 0.0859110477738578 0.982962910580253
"KIF22" -0.824612165391118 4.31647281357326 0.0859486871457648 0.982962910580253
"SLC52A3" 0.812006781351674 5.75892449819613 0.0860269953178126 0.982962910580253
"SCGB3A1" 0.822715876100769 4.1641496981423 0.0860488686360425 0.982962910580253
"CYLD" 1.34146619025321 -3.00245264665792 0.0860529473679815 0.982962910580253
"SEMA4A" 0.818088035641598 6.74319671029539 0.0860755361232575 0.982962910580253
"LUC7L2" 0.854907920080433 0.871063025645194 0.0861051144095645 0.982962910580253
"SHOC2" 0.811217160581541 5.24798108349686 0.0861390521541192 0.982962910580253
"DENND2D" 0.826015707057572 2.74607640181119 0.0861403753031051 0.982962910580253
"CCDC59" 0.819030945504076 3.80028073446018 0.0861722160138501 0.982962910580253
"SLC30A8" -0.81694272256774 6.25508568370301 0.0861724044117367 0.982962910580253
"UBA7" 0.826367916659693 2.76619153094215 0.0861750695286156 0.982962910580253
"TRAIP" 0.824086935176989 2.99004211724058 0.0862418307506957 0.982962910580253
"SRRM2" 0.822283404764268 4.18098814578941 0.0862742076172922 0.982962910580253
"PSG4" 0.817489811353792 6.6284280905415 0.0863143251252819 0.982962910580253
"LRRC31" 0.811299513843118 5.19514649861836 0.0863481868184106 0.982962910580253
"SYT8" -0.823474256062908 4.59254542158476 0.0864193231236112 0.982962910580253
"ST20" -0.818897957104873 3.40606623209767 0.086454369161072 0.982962910580253
"ISM1" 0.819642377758743 3.96550689440023 0.0865150634053795 0.982962910580253
"NUP50" -0.8096213533448 5.43759233260683 0.0865189498624213 0.982962910580253
"DGKK" 0.821472538401997 4.17223619740735 0.0865478693504015 0.982962910580253
"caraway" 0.810440785359456 5.67575591557819 0.0866125480715443 0.982962910580253
"STAG3" 0.834172366742353 1.95050118195114 0.0866794657486798 0.982962910580253
"PPP1R18" -0.818920648515894 3.95830354293957 0.0866930744032884 0.982962910580253
"CXCL1" -0.81019527298332 5.87078428313109 0.0867225002482975 0.982962910580253
"PRAC1" 0.817842384793394 3.44490506046724 0.0867907081393898 0.982962910580253
"RAB20" 0.809372447316639 5.5399958757987 0.0868440524310478 0.982962910580253
"HSF2" -0.821430444636812 4.25496079750205 0.0868570683261998 0.982962910580253
"DEFB127" -0.823883893927314 4.45309459658979 0.0868589197853342 0.982962910580253
"HIST1H2AL" -0.815928504576602 6.77978206712757 0.0868833607423401 0.982962910580253
"PRSS36" -0.834788336767947 1.65431536221125 0.0869118039308235 0.982962910580253
"AF111168.1" -0.820631347061544 4.19958742058496 0.0869143274136841 0.982962910580253
"TNFRSF12A" 0.809056642879982 5.54102723511559 0.0869674950439887 0.982962910580253
"CFAP58" 0.815530625917165 6.6736833465427 0.0870565671563715 0.982962910580253
"AC016577.1" -0.809106805179081 5.65093084262654 0.0871027010801417 0.982962910580253
"TDRD12" 0.810580519760939 5.0891682315142 0.0871064971502539 0.982962910580253
"NMT2" 0.818317029896313 3.99085432950894 0.0871068906803196 0.982962910580253
"CDK16" 0.822455485403286 4.54306761631561 0.0871754942368465 0.982962910580253
"CHST15" -0.821151702242289 4.30327668223903 0.0871859290778249 0.982962910580253
"OASL" -0.814022654336667 6.22230507009238 0.0872335559393851 0.982962910580253
"FKBP7" -0.815085721323322 7.35326860928446 0.0872630231107881 0.982962910580253
"ADAM28" 0.813776650972212 6.18854014492309 0.0872728059815807 0.982962910580253
"TMEM27" 0.808465059570311 5.60388106182328 0.0873264707514589 0.982962910580253
"PHLDA3" 0.81367436332353 6.21975222929852 0.0873784582960212 0.982962910580253
"ECM1" 0.81096785813795 5.01265792351581 0.0875415009343691 0.982962910580253
"ACD" -0.814116715093036 6.43843078547491 0.0875495784977549 0.982962910580253
"CENPO" 0.814039675714552 6.51787732333349 0.0876471044223487 0.982962910580253
"ZBED4" 0.817260738988144 4.76508377834277 0.0876700834780055 0.982962910580253
"ZUFSP" -0.813878969285292 6.72412008468603 0.0876751753288494 0.982962910580253
"PI4K2A" -0.819046507792291 3.07830301433754 0.0877670567891296 0.982962910580253
"TMED6" -0.807054325731429 5.67389072961154 0.0879000303166046 0.982962910580253
"FNTB" -0.818736765794317 4.25952014052376 0.0879038405394973 0.982962910580253
"CH507-9B2.1" -0.819838204610644 4.36602207472387 0.0879792156027212 0.982962910580253
"TOP2A" -0.81393069501095 3.77825890720487 0.0879793666408059 0.982962910580253
"C2orf83" -0.820632502321063 4.431455224219 0.0879886094162127 0.982962910580253
"MRM2" -0.812898312884804 6.62142820305002 0.0880619566026627 0.982962910580253
"CD72" 0.813969661256606 3.78368751853265 0.0880624723292863 0.982962910580253
"ADGRB1" -0.820519250076443 4.50459326503523 0.0881297715522127 0.982962910580253
"CARD10" -0.817196307276267 4.67946011504787 0.0882258516933186 0.982962910580253
"HDHD3" 0.805436826392555 5.49465613630393 0.0882740006761433 0.982962910580253
"MPL" 0.815996587950421 4.070840134446 0.0882787755663297 0.982962910580253
"THAP9" -0.81863257422423 4.33436398212679 0.0882965665835079 0.982962910580253
"GMDS" 0.812346124301899 6.50388960211708 0.0883021812528281 0.982962910580253
"HOGA1" 0.812650766585683 3.55205640720885 0.088359137387389 0.982962910580253
"ASNA1" -0.83996067456128 0.971182574553864 0.0883823357230441 0.982962910580253
"PEX1" 0.813913999625179 3.88341365639082 0.0884234911465495 0.982962910580253
"TRIM64C" 0.819561804608553 4.49670243987305 0.0885913346419922 0.982962910580253
"RFPL4A" -0.804707134610448 5.54694674082098 0.0886506706548489 0.982962910580253
"ITPA" 0.804972887394819 5.72946172539592 0.0887374318464356 0.982962910580253
"ITIH3" 0.811207795236661 6.52213792671526 0.0887402044317681 0.982962910580253
"TALDO1" -0.818122259979354 4.38957643689871 0.0887536315660782 0.982962910580253
"PCDHGB4" -0.80439590307267 5.24338124239102 0.088770762142272 0.982962910580253
"CCDC83" -0.817932134954705 4.54725772099638 0.0888367944468367 0.982962910580253
"PPA1" 0.810708563440507 6.53463493509151 0.0889324592549442 0.982962910580253
"HCG27" 0.817417733404852 4.36201380124918 0.0889357373519346 0.982962910580253
"C1QL3" 0.803589186003231 5.51090205062936 0.0890305078484113 0.982962910580253
"SCN9A" 0.810311771362018 7.09485288242668 0.0890452473902817 0.982962910580253
"IGFBP7" -0.805669190771876 5.0760835593117 0.0890468487140105 0.982962910580253
"FGF7" -0.81087227073515 3.51523115682364 0.0890968239877391 0.982962910580253
"FOXQ1" 0.809785982548124 6.38174386357245 0.0891431006334819 0.982962910580253
"ARL16" -0.809760035965564 6.56395728377279 0.0892870174669723 0.982962910580253
"HCN3" -0.814062953093396 4.70102052407874 0.0892892644266749 0.982962910580253
"LRRN1" -0.803465481564275 5.79341121435992 0.0893230686012063 0.982962910580253
"OR4M1" 0.803331872180439 5.71693846486657 0.0893825195388569 0.982962910580253
"MANEAL" 0.813718367683552 4.71043011959495 0.089400233560139 0.982962910580253
"PET100" -0.816124251630278 4.56363686044013 0.089421220077066 0.982962910580253
"MRPL21" 0.81409455334713 4.65849327676098 0.0896115001072029 0.982962910580253
"FAM84A" -0.808465741407566 3.61662483815211 0.0896545455820057 0.982962910580253
"GIPC3" 0.801090747580616 5.35796812751259 0.0897089650864303 0.982962910580253
"LYPD2" 0.814763371463247 4.59791584039696 0.0897589679595418 0.982962910580253
"RASSF6" -0.803912387295914 5.06768255707268 0.0897737120055463 0.982962910580253
"RBM11" -0.815517418454032 2.85467444721578 0.0897870869312145 0.982962910580253
"CIDEB" -0.814366951201147 4.59973313511017 0.0898629459784745 0.982962910580253
"JUP" 0.838845531286737 0.941783656068185 0.0898661203158034 0.982962910580253
"YIF1B" -0.812996737454913 4.21843316677094 0.0899332647539814 0.982962910580253
"DPY19L1" 0.809039414253973 3.76954965746481 0.0899365414844758 0.982962910580253
"PFKM" -0.805980239651464 6.14108105815563 0.0899667800698161 0.982962910580253
"CHCHD4" -0.816398078910706 2.69620104327386 0.0899788854055547 0.982962910580253
"CMA1" -0.824679598387027 1.78387765909348 0.089987933283555 0.982962910580253
"UCP2" -0.813454176652952 3.05756264936012 0.0900147501278366 0.982962910580253
"OR5H1" 0.815867943657504 4.47378977314178 0.0900622324247873 0.982962910580253
"AC007192.4" 0.803045228894435 5.08107380546544 0.0900863084233324 0.982962910580253
"GPR31" 0.800113585613855 5.36095789458713 0.0901011000001554 0.982962910580253
"TMEM87A" -0.823309487233107 1.93901788309371 0.0901332499704435 0.982962910580253
"MARCH7" -0.800672704864836 5.25821416089753 0.0901726826923029 0.982962910580253
"KBTBD8" 0.813660758608948 4.59404497555279 0.0902118975398546 0.982962910580253
"RHBG" -0.801894591138563 5.94324114908955 0.0902179021823977 0.982962910580253
"CCDC69" 0.822978563821595 2.05793445246156 0.0902461113299636 0.982962910580253
"EYA3" 0.807080017592706 6.85456836871953 0.0903162111778333 0.982962910580253
"PCMT1" -0.810315471669306 4.76143117982668 0.090344485528623 0.982962910580253
"RPL34" 0.821321783733913 2.06626630507612 0.0903894760184916 0.982962910580253
"PRM1" 0.809723903039677 3.33468552925234 0.0903909609160226 0.982962910580253
"STRN" -0.805814479725192 6.2194769188551 0.090424027027014 0.982962910580253
"OPLAH" -0.803302061454296 6.0543525561412 0.0904272791847132 0.982962910580253
"MATN1" -0.799249993897992 5.36922424122983 0.0904393782394079 0.982962910580253
"EPHA5" 0.802103650536794 5.08150281768343 0.0904595403923056 0.982962910580253
"GPR89B" -0.812964443412569 4.32831847946166 0.0904632994893461 0.982962910580253
"PAOX" -0.800577088956043 5.82638501563845 0.0904753190036477 0.982962910580253
"TANC2" -0.80653201594263 6.54905530730572 0.0905563526424505 0.982962910580253
"SURF1" -0.805410644342617 6.26014099630768 0.0906500786714797 0.982962910580253
"USH1C" 0.809799816691424 4.74737688682653 0.0906871592513767 0.982962910580253
"CLEC4G" -0.800018731603414 5.83778410768076 0.0906965157403733 0.982962910580253
"KCNE2" -0.799697764341672 5.65604714998432 0.0907913955004864 0.982962910580253
"ELAVL1" -0.834148812011147 1.12209237174035 0.0907933079388057 0.982962910580253
"PRKAG1" 0.800704845687844 5.12202824827597 0.0908239709910634 0.982962910580253
"GSTO1" -0.799626789463821 5.68555805239196 0.090824653302679 0.982962910580253
"C11orf68" 0.799084763382234 5.25488597753789 0.0908374206052459 0.982962910580253
"DEFB4B" 0.81006879790655 4.14777927903145 0.0908557581038118 0.982962910580253
"DNAH1" -0.848245304949762 0.407949264874316 0.0908748629479997 0.982962910580253
"TMEM229B" -0.802952189226256 6.10530532052647 0.0909177658050171 0.982962910580253
"RIOK1" 0.812052010516415 2.96021842717429 0.090970320945551 0.982962910580253
"COMMD2" -0.802798126854109 4.98666658726916 0.0909794937447694 0.982962910580253
"TBC1D9" -0.812404744721158 4.54675752794175 0.0909844706992062 0.982962910580253
"C1orf158" 0.810233044455696 4.21362454502874 0.0910460129953639 0.982962910580253
"EIF4A3" -0.812553004326951 4.52810194851915 0.0910602625863237 0.982962910580253
"VCX2" 0.805206488247055 7.21572565330437 0.0910836283800482 0.982962910580253
"FAM126B" 0.811398805189256 2.97694014044737 0.0911742576252389 0.982962910580253
"ACADVL" -0.806226651488477 3.84042380711379 0.0912170491868618 0.982962910580253
"SMR3B" -0.812331821697495 4.4750486319045 0.0914145203354838 0.982962910580253
"RPS9" 0.819387951314533 2.0136675975518 0.0914925262896046 0.982962910580253
"UGCG" -0.797197437808851 5.27174446911376 0.0915001490480772 0.982962910580253
"MAN2B1" -0.799897713309174 5.04198236545001 0.0915527339254913 0.982962910580253
"FGF23" 0.797180680315334 5.24951325241164 0.0916334602114245 0.982962910580253
"SHD" 0.80455997894245 3.75252012746542 0.0916343050182588 0.982962910580253
"CC2D2A" 0.801720447178971 4.96249946790143 0.0917007338448235 0.982962910580253
"SURF4" -0.798650118393372 5.10096525105347 0.0917197805293235 0.982962910580253
"PYROXD2" 0.800607066738829 6.08421736969067 0.0917224210625201 0.982962910580253
"C1QL4" -0.808680391739745 4.24210754585344 0.0917403444166105 0.982962910580253
"RP11-87C12.2" 0.804792230961945 3.81825089643558 0.0917723679968503 0.982962910580253
"ZEB2" -0.804546515834539 3.85059697564523 0.0919166842704182 0.982962910580253
"AC104304.4" -0.804890282886175 4.8057988150541 0.092056912545739 0.982962910580253
"TULP1" -0.809267354439005 4.35732885865823 0.0920620107101918 0.982962910580253
"NMNAT1" 0.835049464701388 0.919329215827119 0.0921007411991902 0.982962910580253
"SLC26A5" 0.803348309759714 4.86221335175977 0.09210638746857 0.982962910580253
"SNED1" -0.801628117014057 6.24779166322136 0.0921368497906166 0.982962910580253
"WBSCR27" -0.802509402569627 7.36879852142165 0.0921939045254069 0.982962910580253
"NCOA7" 0.851295076408029 0.23880342959823 0.0922243414287848 0.982962910580253
"ZNF282" 0.806815952820249 4.68819532319969 0.0922730530289942 0.982962910580253
"SMTN" -0.810238786865833 4.48232278535756 0.0922768761061859 0.982962910580253
"KYAT3" -0.823329604291375 1.68701075816629 0.0922959626592083 0.982962910580253
"RSPH10B" -0.795681749410034 5.5881470227694 0.0923252686382629 0.982962910580253
"C1QTNF5" -0.80197344845818 6.67575587936181 0.0923549319638543 0.982962910580253
"RPS10" 0.795009285856935 5.47054971460537 0.0923711321547668 0.982962910580253
"IL5" -0.80123068735775 6.3431394018719 0.0924541760464721 0.982962910580253
"AC007040.11" 0.795473657417225 5.87535389338301 0.0925492573087404 0.982962910580253
"AC006486.9" 0.79435551217942 5.29719518644943 0.0925530424383144 0.982962910580253
"SIGIRR" -0.797524043813138 6.03321361416547 0.0925931019236109 0.982962910580253
"CTXN2" -0.80741363063053 4.32415614967434 0.0926400678635132 0.982962910580253
"ZFP92" -0.805082709341344 4.72290902901027 0.0926863536275577 0.982962910580253
"AC007906.1" 0.800116359198963 6.2180096587174 0.0927081655075182 0.982962910580253
"PIGY" -0.803582305631183 3.9868257634505 0.0927914689437853 0.982962910580253
"BPI" 0.798350387316435 4.98364488500142 0.0928253775847664 0.982962910580253
"KRTAP19-4" -0.794215402735146 5.69999343062945 0.0930089675520232 0.982962910580253
"MSI1" -0.80024948080044 6.88320915356213 0.0930285454699437 0.982962910580253
"YPEL1" 0.808028800964307 2.80679844332433 0.0930518882920094 0.982962910580253
"ECI2" -0.806671283896165 4.35172434798267 0.0930639701636138 0.982962910580253
"ARNT" 0.831174301240515 1.0374048001242 0.0930824503278763 0.982962910580253
"CELA2A" -0.801908998182174 3.38480447593274 0.0931892177480165 0.982962910580253
"PLEKHB2" -0.843295331869093 0.219013698361628 0.0932907203975294 0.982962910580253
"NEUROD4" -0.799587561936339 6.48312122620647 0.0933405494439858 0.982962910580253
"SKA1" -0.799327983853176 8.23247978829906 0.0934253077563204 0.982962910580253
"ZMAT1" 0.798201737602101 6.2271187516523 0.0934988224228998 0.982962910580253
"HCFC1R1" 0.826345081390679 1.2639169300828 0.0936017253619748 0.982962910580253
"ZNF141" -0.803822764813851 4.22953661023892 0.0936231313986136 0.982962910580253
"OR5H15" 0.795619217503048 5.01199507196502 0.0936307579813586 0.982962910580253
"PXN" 0.798508813815905 6.57816547768896 0.0937774593460767 0.982962910580253
"GLDC" 0.798306166913138 6.79115649311218 0.0938337833069449 0.982962910580253
"SH3BP1" -0.795700140197083 6.1141571412371 0.093899512693371 0.982962910580253
"POLE4" 0.803259333290304 4.65906078552584 0.0939042702081502 0.982962910580253
"F2RL1" -0.798710096152972 3.5144939289665 0.0939448509385383 0.982962910580253
"CLK4" -0.800767267089237 4.05082895306957 0.0941668751776263 0.982962910580253
"ACTRT1" -0.791138028964613 5.73138815430379 0.0942697796819099 0.982962910580253
"PPP1R14B" 0.796200216535141 6.32344193712506 0.0944748432339268 0.982962910580253
"ZNF317" -0.792090376253952 5.07623242240692 0.0944965492614266 0.982962910580253
"DTD2" 0.801914246930177 3.1001992755452 0.0945568417635077 0.982962910580253
"ITGB3BP" -0.796475809388005 6.91085931068098 0.0945589203381199 0.982962910580253
"GLIPR1L1" 0.813181219192938 2.01894870923945 0.0946003052960946 0.982962910580253
"TOLLIP" 0.801522564732984 4.64673326441436 0.0946872672438962 0.982962910580253
"EMP1" -0.789019485374954 5.43290032598575 0.0947213420925534 0.982962910580253
"SNRPB2" 0.793791985686671 6.12513271801331 0.0947727872286943 0.982962910580253
"MTMR7" -0.801879955504136 4.5861548984509 0.0949253569369422 0.982962910580253
"CEBPD" -0.789544015869824 5.88367680831585 0.0949602883164512 0.982962910580253
"SLC2A4" -0.841218212343444 0.183292888857978 0.0949771212286453 0.982962910580253
"CGGBP1" 0.818672178798154 1.40704399279684 0.0951331690691951 0.982962910580253
"C12orf29" 0.795076132518222 4.88219505408219 0.0952426296416833 0.982962910580253
"C1orf115" -0.7948496142407 6.66279656016865 0.0952512221284666 0.982962910580253
"SLC16A5" -0.812063970375033 1.83239084878954 0.0952738987339233 0.982962910580253
"ZNF445" 0.788755988820155 5.80354321962557 0.0952885934077918 0.982962910580253
"DENND2A" 0.794692833362476 6.51402838389672 0.0953463667869933 0.982962910580253
"ALOX5AP" 0.789813176183964 5.09252232329218 0.0953896799719504 0.982962910580253
"PODN" -0.794474092114271 6.77472995168945 0.0953940967275799 0.982962910580253
"C1orf56" -0.796323862416602 3.40321310879687 0.0953951473490992 0.982962910580253
"APOBEC4" 0.78827498061212 5.63379313346872 0.0954595758902821 0.982962910580253
"TIMM8B" -0.802704380158599 2.72369719788581 0.0955014402789695 0.982962910580253
"MEMO1" 0.787384661808645 5.49260564436214 0.0955503191448448 0.982962910580253
"BCAS3" 0.793032098727094 6.19565867862751 0.0955592183294709 0.982962910580253
"B3GNT3" -0.812653204572137 1.65562333662267 0.0955668091978567 0.982962910580253
"PRR36" -0.793998040579523 6.62604777109577 0.0956075796593739 0.982962910580253
"OR1Q1" 0.801718817330716 4.458356591166 0.0956381624239835 0.982962910580253
"RP11-697E2.6" -0.800947938946648 4.41713779828749 0.0957061259883429 0.982962910580253
"USP11" -0.800329852457806 2.90698715287117 0.0957107778051889 0.982962910580253
"UNC5B" 0.78761911855046 5.20224633354552 0.0957724625464107 0.982962910580253
"PCDH20" -0.787503606850464 5.79333752427603 0.0957877664741216 0.982962910580253
"MICU1" -0.803888226526335 2.44036623520785 0.0958715440685991 0.982962910580253
"KIAA2026" 0.793295495401109 7.25906988024402 0.0959207219986146 0.982962910580253
"HFM1" -0.79579389158078 4.01162975451747 0.0960659309199184 0.982962910580253
"RFPL3" 0.786354268118639 5.53800340885972 0.0960773091468552 0.982962910580253
"MYO1B" -0.798583567794044 3.01541903935377 0.0961023715159606 0.982962910580253
"CNKSR2" -0.793306083741747 3.74975648972979 0.0961203214428784 0.982962910580253
"TSNAX-DISC1" 0.792964727092494 7.76280399929079 0.0961234668266047 0.982962910580253
"EBPL" 0.827063406585966 0.746378920527792 0.0961448851839136 0.982962910580253
"TNIK" 0.792457591863102 3.62739430971649 0.0961466894331615 0.982962910580253
"RAB22A" -0.809096213292988 1.82766895300102 0.0961984524539021 0.982962910580253
"ADRB3" -0.786361045810793 5.2069747658074 0.0962468995976767 0.982962910580253
"AC002310.13" 0.792429522803814 7.20065504051541 0.096262701195055 0.982962910580253
"TSPAN17" 0.787696158416632 5.08917593749061 0.0962865017757226 0.982962910580253
"LCE4A" -0.792612685066264 7.59657964490443 0.0962950341486153 0.982962910580253
"HMOX2" 0.804123488925852 2.4680725070255 0.096447489488171 0.982962910580253
"PRR20E" -0.793238257050864 4.83745813313046 0.0964548044108796 0.982962910580253
"ZNF664" 0.784885997326728 5.43527711602908 0.0964723057506564 0.982962910580253
"POMT1" 0.791360090176234 6.32874512837902 0.0964805463329047 0.982962910580253
"RIPK3" 0.785214276124257 5.26136525470769 0.0964900128768487 0.982962910580253
"DKK4" -0.785645231813454 5.69223274210259 0.0965454483271653 0.982962910580253
